Time_Index,BANC_Hydro,CAISO_Hydro,Customer_PV,LDWP_Hydro,NW_Hydro,NW_Hydro_for_CAISO,SW_Hydro
823,562.306,2297.692,3778.947,81.1,11667.744,968.377,377.6
824,562.306,1476.279,9712.246,81.1,10300.586,851.138,377.6
825,562.306,1476.279,15133.445,81.1,9388.843,851.138,377.6
826,562.306,1476.279,19336.199,81.1,9388.843,851.138,377.6
827,562.306,1476.279,22214.555,81.1,9388.843,851.138,377.6
828,562.306,1476.279,23627.246,81.1,9388.843,851.138,377.6
829,562.306,1476.279,23768.515,81.1,9388.843,851.138,377.6
830,562.306,1476.279,22373.483,81.1,9388.843,851.138,377.6
831,562.306,1476.279,19318.54,81.1,9388.843,851.138,377.6
832,562.306,1476.279,15398.324,81.1,9388.843,851.138,377.6
833,562.306,1476.279,10047.76,81.1,9388.843,851.138,377.6
834,562.306,1598.858,4149.778,81.1,10597.129,975.076,377.6
835,1448.196,2193.686,459.124,594.597,11964.287,1076.349,377.6
836,1448.196,2762.027,0.0,594.597,12047.759,1195.039,1877.107
837,1448.196,2912.586,0.0,594.597,12372.719,1276.921,1877.107
838,562.306,3035.165,0.0,81.1,12819.67,1286.095,1877.107
839,1448.196,3629.993,0.0,594.597,14186.827,1286.095,1877.107
840,645.815,3870.701,0.0,81.1,14186.827,1286.095,1877.107
841,85.7,1730.358,0.0,14.2,13113.662,1295.623,1576.811
842,708.206,2551.771,0.0,14.2,12318.212,1295.623,1576.811
843,85.7,1730.358,0.0,14.2,11699.633,1295.623,1576.811
844,85.7,1551.225,0.0,14.2,11132.928,1295.623,242.602
845,85.7,1428.646,0.0,14.2,10925.332,1281.918,242.602
846,303.576,1278.087,0.0,14.2,11426.625,1179.195,1313.643
847,708.206,936.331,388.49,301.422,12451.687,1061.955,242.602
848,85.7,114.918,5121.002,14.2,12736.772,938.017,242.602
849,85.7,114.918,10471.567,14.2,12675.981,862.676,242.602
850,85.7,114.918,15186.421,14.2,11308.823,862.676,242.602
851,85.7,114.918,18047.119,14.2,12464.701,862.676,242.602
852,85.7,114.918,18965.367,14.2,11121.986,862.676,242.602
853,85.7,114.918,18311.998,14.2,9852.113,862.676,242.602
854,85.7,114.918,16334.232,14.2,9713.521,862.676,242.602
855,85.7,114.918,12537.627,14.2,9516.116,862.676,242.602
856,85.7,114.918,7116.427,14.2,10070.416,869.84,242.602
857,85.7,702.281,1730.546,14.2,11203.556,993.779,242.602
858,85.7,1154.817,0.0,375.8,12570.714,1111.018,242.602
859,708.206,1372.419,0.0,375.8,13863.971,1213.742,1576.811
860,708.206,1551.225,0.0,375.8,14291.93,1295.623,1576.811
861,708.206,2138.588,0.0,375.8,14291.93,1295.623,1576.811
862,298.061,2591.124,0.0,375.8,14291.93,1295.623,1576.811
863,708.206,2808.727,0.0,14.2,14045.6,1295.623,1576.811
864,85.7,2551.771,0.0,14.2,13563.682,1295.623,242.602
