Time_Index,Arizona_Solar,BTM_Solar,EdwardsSolarII,FervoFECNevada1,Greater_Imperial_Geothermal,Humboldt_Bay_Offshore_Wind,InState_Biomass,Morro_Bay_Offshore_Wind,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,NW_Ext_Tx_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,RosamondCentral,Southern_Nevada_Geothermal,SummitWind,Tecolote,TulareSolarCenter,Wyoming_Wind,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_DR_RA,CAM_CPE_RA_i,CAM_CPE_RA_ii,Aramis,CALP01RA2027,CHEV01RA2024,CHEV01RA2025,EBMUD01RA2024,GEN01RA2026,HDP01RA2027,HDP01RA2028,HDP01RA2030,HenriettaStorage,MRL01RA2030,NEXT01RA2026,Oberon,OhmConnect,Sanborn,SDGE01RA2024,SENA01RA2027,SUN01RA2031,TPS01RA2024,Tumbleweed,Generic_6hr_battery,Generic_8hr_battery,Generic_RA_Only,Arizona_Li_Battery,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_New_Flow_Battery,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,DaggettSolarPower3,Scarlet,Hybrid_Solar_Test,Hybrid_Wind_Test
1447,0.484,0,0,0.801,0.881,0.22,0.85,0.4,0.628,0.81,0.412,0.671,0.177,0.416,0.292,0,0.843,0.988,0.698,0.008,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.292,0.416
1448,0.726,0,0.002,0.801,0.881,0.1,0.85,0.36,0.595,0.81,0.713,0.607,0.106,0.391,0.556,0.032,0.843,0.987,0.42,0.283,0.102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.029,0,0.556,0.391
1449,0.858,0.094,0.406,0.801,0.881,0.06,0.85,0.29,0.544,0.81,0.879,0.577,0.074,0.391,0.818,0.387,0.843,0.987,0.497,0.811,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.509,0.048,0.818,0.391
1450,0.888,0.255,0.871,0.801,0.881,0.06,0.85,0.32,0.49,0.81,0.95,0.559,0.053,0.364,0.879,0.861,0.843,0.98,0.471,0.965,0.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984,0.254,0.879,0.364
1451,0.822,0.446,0.912,0.801,0.881,0.08,0.85,0.35,0.365,0.81,0.98,0.521,0.041,0.31,0.908,0.907,0.843,0.806,0.689,0.981,0.273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.807,0.908,0.31
1452,0.837,0.6,0.912,0.801,0.881,0.13,0.85,0.27,0.285,0.81,0.97,0.445,0.038,0.335,0.962,0.907,0.843,0.427,0.567,0.981,0.212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.957,0.962,0.335
1453,0.813,0.746,0.902,0.801,0.881,0.18,0.85,0.29,0.256,0.81,0.981,0.369,0.05,0.438,0.938,0.907,0.843,0.323,0.782,0.981,0.147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.961,0.938,0.438
1454,0.814,0.794,0.891,0.801,0.881,0.23,0.85,0.34,0.231,0.81,0.912,0.323,0.072,0.554,0.934,0.907,0.843,0.267,0.868,0.981,0.32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.934,0.934,0.554
1455,0.746,0.788,0.89,0.801,0.881,0.26,0.85,0.41,0.337,0.81,0.933,0.302,0.098,0.622,0.847,0.907,0.843,0.228,0.863,0.981,0.377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.927,0.847,0.622
1456,0.582,0.735,0.896,0.801,0.881,0.29,0.85,0.49,0.396,0.81,0.863,0.301,0.129,0.677,0.752,0.907,0.843,0.287,0.623,0.981,0.257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.761,0.752,0.677
1457,0.381,0.633,0.895,0.801,0.881,0.29,0.85,0.55,0.469,0.81,0.725,0.313,0.186,0.747,0.56,0.907,0.843,0.434,0.75,0.939,0.317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.259,0.56,0.747
1458,0.117,0.466,0.847,0.801,0.881,0.29,0.85,0.6,0.513,0.81,0.364,0.351,0.274,0.816,0.288,0.884,0.843,0.585,0.766,0.765,0.498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.015,0.727,0.288,0.816
1459,0,0.251,0.785,0.801,0.881,0.28,0.85,0.61,0.359,0.81,0.034,0.53,0.349,0.736,0,0.732,0.843,0.429,0.457,0.196,0.204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.856,0.694,0,0.736
1460,0,0.068,0.224,0.801,0.881,0.28,0.85,0.51,0.335,0.81,0,0.589,0.446,0.696,0,0.224,0.843,0.776,0.305,0,0.122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.196,0.222,0,0.696
1461,0,0,0,0.801,0.881,0.3,0.85,0.4,0.499,0.81,0,0.577,0.521,0.749,0,0.001,0.843,0.709,0.327,0,0.192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.749
1462,0,0,0,0.801,0.881,0.34,0.85,0.51,0.537,0.81,0,0.628,0.541,0.721,0,0,0.843,0.661,0.432,0,0.188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.721
1463,0,0,0,0.801,0.881,0.39,0.85,0.56,0.585,0.81,0,0.616,0.494,0.603,0,0,0.843,0.706,0.497,0,0.149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.603
1464,0,0,0,0.801,0.881,0.44,0.85,0.51,0.599,0.81,0,0.586,0.38,0.46,0,0,0.843,0.704,0.778,0,0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.46
1465,0,0,0,0.801,0.881,0.45,0.85,0.44,0.669,0.81,0,0.564,0.289,0.389,0,0,0.843,0.63,0.525,0,0.175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.389
1466,0,0,0,0.801,0.881,0.45,0.85,0.41,0.601,0.81,0,0.549,0.244,0.312,0,0,0.843,0.602,0.124,0,0.071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.312
1467,0,0,0,0.801,0.881,0.45,0.85,0.47,0.49,0.81,0,0.548,0.224,0.279,0,0,0.843,0.502,0.059,0,0.099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.279
1468,0,0,0,0.801,0.881,0.45,0.85,0.49,0.632,0.81,0,0.533,0.203,0.256,0,0,0.843,0.524,0.144,0,0.226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.256
1469,0,0,0,0.801,0.881,0.43,0.85,0.47,0.731,0.81,0,0.524,0.174,0.253,0,0,0.843,0.537,0.241,0,0.265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.253
1470,0.11,0,0,0.801,0.881,0.41,0.85,0.42,0.653,0.81,0.022,0.517,0.148,0.245,0.078,0,0.843,0.472,0.266,0,0.365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.078,0.245
1471,0.367,0,0,0.801,0.881,0.38,0.85,0.42,0.449,0.81,0.386,0.471,0.107,0.229,0.481,0,0.843,0.099,0.305,0,0.229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.481,0.229
1472,0.584,0,0.005,0.801,0.881,0.35,0.85,0.43,0.452,0.81,0.678,0.333,0.044,0.229,0.744,0.026,0.843,0.028,0.576,0.291,0.446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.017,0,0.744,0.229
1473,0.677,0.086,0.394,0.801,0.881,0.31,0.85,0.41,0.392,0.81,0.83,0.232,0.029,0.227,0.878,0.376,0.843,0,0.251,0.787,0.664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.526,0.249,0.878,0.227
1474,0.743,0.273,0.863,0.801,0.881,0.25,0.85,0.4,0.351,0.81,0.914,0.207,0.03,0.199,0.947,0.843,0.843,0,0.157,0.966,0.693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.693,0.947,0.199
1475,0.743,0.479,0.906,0.801,0.881,0.2,0.85,0.41,0.314,0.81,0.95,0.158,0.037,0.157,0.971,0.907,0.843,0.013,0.097,0.981,0.769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.824,0.971,0.157
1476,0.769,0.649,0.906,0.801,0.881,0.15,0.85,0.46,0.289,0.81,0.959,0.111,0.037,0.176,0.974,0.907,0.843,0.053,0.02,0.981,0.827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.737,0.974,0.176
1477,0.715,0.79,0.888,0.801,0.881,0.13,0.85,0.55,0.321,0.81,0.958,0.067,0.037,0.266,0.942,0.907,0.843,0.018,0.029,0.981,0.913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.91,0.942,0.266
1478,0.515,0.837,0.877,0.801,0.881,0.11,0.85,0.65,0.379,0.81,0.944,0.037,0.033,0.46,0.915,0.896,0.843,0,0.051,0.981,0.942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.66,0.915,0.46
1479,0.566,0.83,0.871,0.801,0.881,0.09,0.85,0.74,0.447,0.81,0.914,0.027,0.024,0.581,0.885,0.871,0.843,0,0.159,0.981,0.886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.515,0.885,0.581
1480,0.37,0.771,0.879,0.801,0.881,0.08,0.85,0.83,0.6,0.81,0.849,0.02,0.02,0.623,0.733,0.899,0.843,0,0.835,0.975,0.832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.23,0.733,0.623
1481,0.193,0.65,0.877,0.801,0.881,0.07,0.85,0.93,0.409,0.81,0.688,0.029,0.017,0.627,0.534,0.694,0.843,0.177,0.836,0.92,0.733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.413,0.534,0.627
1482,0.041,0.484,0.831,0.801,0.881,0.08,0.85,0.99,0.313,0.81,0.332,0.076,0.022,0.66,0.253,0.567,0.843,0.082,0.871,0.764,0.609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.932,0.253,0.66
1483,0,0.274,0.776,0.801,0.881,0.09,0.85,1,0.308,0.81,0.026,0.155,0.055,0.712,0,0.702,0.843,0.05,0.744,0.223,0.535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801,0.851,0,0.712
1484,0,0.07,0.217,0.801,0.881,0.08,0.85,1,0.402,0.81,0,0.224,0.076,0.75,0,0.21,0.843,0.023,0.51,0,0.451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184,0.368,0,0.75
1485,0,0,0,0.801,0.881,0.06,0.85,1,0.449,0.81,0,0.224,0.05,0.739,0,0,0.843,0.136,0.762,0,0.367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.739
1486,0,0,0,0.801,0.881,0.06,0.85,1,0.4,0.81,0,0.208,0.033,0.666,0,0,0.843,0.439,0.892,0,0.278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.666
1487,0,0,0,0.801,0.881,0.07,0.85,1,0.43,0.81,0,0.235,0.029,0.56,0,0,0.843,0.681,0.895,0,0.262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.56
1488,0,0,0,0.801,0.881,0.06,0.85,1,0.376,0.81,0,0.264,0.029,0.452,0,0,0.843,0.743,0.895,0,0.204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.452
1489,0,0,0,0.801,0.881,0.04,0.85,1,0.401,0.81,0,0.291,0.034,0.355,0,0,0.843,0.734,0.895,0,0.155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.355
1490,0,0,0,0.801,0.881,0.03,0.85,1,0.462,0.81,0,0.273,0.053,0.369,0,0,0.843,0.643,0.895,0,0.119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.369
1491,0,0,0,0.801,0.881,0.05,0.85,1,0.527,0.81,0,0.227,0.048,0.296,0,0,0.843,0.621,0.895,0,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.296
1492,0,0,0,0.801,0.881,0.06,0.85,1,0.537,0.81,0,0.198,0.032,0.249,0,0,0.843,0.571,0.895,0,0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.249
1493,0,0,0,0.801,0.881,0.06,0.85,1,0.491,0.81,0,0.169,0.032,0.217,0,0,0.843,0.492,0.895,0,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.217
1494,0.087,0,0,0.801,0.881,0.08,0.85,1,0.505,0.81,0.014,0.139,0.038,0.177,0.069,0,0.843,0.252,0.895,0,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.069,0.177
1495,0.36,0,0,0.801,0.881,0.1,0.85,1,0.547,0.81,0.319,0.092,0.044,0.095,0.486,0,0.843,0.12,0.757,0,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.486,0.095
1496,0.561,0,0,0.801,0.881,0.12,0.85,1,0.495,0.81,0.64,0.018,0.036,0.017,0.717,0.029,0.843,0.204,0.418,0.273,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007,0,0.717,0.017
1497,0.67,0.084,0.359,0.801,0.881,0.14,0.85,1,0.464,0.81,0.836,0.013,0.034,0.001,0.828,0.397,0.843,0.373,0.317,0.789,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.228,0.378,0.828,0.001
1498,0.789,0.288,0.873,0.801,0.881,0.19,0.85,1,0.4,0.81,0.929,0.012,0.042,0,0.909,0.86,0.843,0.246,0.279,0.901,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.933,0.903,0.909,0
1499,0.793,0.519,0.896,0.801,0.881,0.27,0.85,1,0.338,0.81,0.957,0.012,0.064,0,0.967,0.907,0.843,0.189,0.163,0.96,0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.967,0
1500,0.788,0.655,0.903,0.801,0.881,0.41,0.85,1,0.262,0.81,0.975,0.017,0.09,0.001,0.969,0.907,0.843,0.115,0.131,0.981,0.089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.969,0.001
1501,0.817,0.754,0.874,0.801,0.881,0.63,0.85,1,0.209,0.81,0.974,0.027,0.1,0.024,0.956,0.907,0.843,0.039,0.346,0.975,0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.956,0.024
1502,0.779,0.804,0.874,0.801,0.881,0.78,0.85,1,0.188,0.81,0.955,0.038,0.108,0.104,0.92,0.907,0.843,0.048,0.475,0.981,0.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.92,0.104
1503,0.717,0.828,0.872,0.801,0.881,0.86,0.85,1,0.174,0.81,0.923,0.045,0.151,0.262,0.849,0.907,0.843,0.183,0.208,0.981,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.849,0.262
1504,0.652,0.769,0.869,0.801,0.881,0.94,0.85,1,0.193,0.81,0.848,0.061,0.226,0.379,0.772,0.907,0.843,0.472,0.197,0.967,0.313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.772,0.379
1505,0.41,0.652,0.357,0.801,0.881,1,0.85,1,0.395,0.81,0.683,0.089,0.29,0.431,0.546,0.907,0.843,0.754,0.28,0.893,0.352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.546,0.431
1506,0.118,0.483,0.689,0.801,0.881,1,0.85,1,0.405,0.81,0.326,0.146,0.341,0.431,0.255,0.906,0.843,0.823,0.173,0.728,0.363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.94,0.255,0.431
1507,0,0.261,0.755,0.801,0.881,1,0.85,1,0.28,0.81,0.026,0.272,0.441,0.395,0,0.68,0.843,0.864,0.215,0.164,0.402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.869,0.793,0,0.395
1508,0,0.069,0.189,0.801,0.881,1,0.85,1,0.245,0.81,0,0.307,0.434,0.301,0,0.158,0.843,0.641,0.402,0,0.425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.185,0.284,0,0.301
1509,0,0,0,0.801,0.881,1,0.85,1,0.198,0.81,0,0.261,0.322,0.187,0,0,0.843,0.468,0.721,0,0.438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.187
1510,0,0,0,0.801,0.881,1,0.85,1,0.18,0.81,0,0.208,0.226,0.132,0,0,0.843,0.718,0.367,0,0.435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.132
1511,0,0,0,0.801,0.881,1,0.85,1,0.259,0.81,0,0.227,0.203,0.16,0,0,0.843,0.861,0.208,0,0.484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.16
1512,0,0,0,0.801,0.881,1,0.85,1,0.276,0.81,0,0.228,0.189,0.074,0,0,0.843,0.919,0.205,0,0.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.074
1513,0,0,0,0.801,0.881,0.93,0.85,0.82,0.141,0.81,0,0.496,0.79,0.045,0,0,0.843,0.8,0.832,0,0.338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.045
1514,0,0,0,0.801,0.881,0.91,0.85,0.73,0.113,0.81,0,0.509,0.723,0.08,0,0,0.843,0.896,0.868,0,0.386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.08
1515,0,0,0,0.801,0.881,0.85,0.85,0.69,0.092,0.81,0,0.506,0.594,0.114,0,0,0.843,0.899,0.816,0,0.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.114
1516,0,0,0,0.801,0.881,0.77,0.85,0.63,0.111,0.81,0,0.451,0.582,0.119,0,0,0.843,0.898,0.611,0,0.573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.119
1517,0,0,0,0.801,0.881,0.73,0.85,0.56,0.128,0.81,0,0.41,0.65,0.095,0,0,0.843,0.602,0.663,0,0.531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.095
1518,0.009,0,0,0.801,0.881,0.69,0.85,0.48,0.104,0.81,0,0.308,0.644,0.116,0.003,0,0.843,0.143,0.859,0,0.492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.003,0.116
1519,0.094,0,0,0.801,0.881,0.68,0.85,0.4,0.089,0.81,0.041,0.213,0.618,0.251,0.121,0,0.843,0.156,0.895,0,0.504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.121,0.251
1520,0.136,0,0,0.801,0.881,0.7,0.85,0.35,0.066,0.81,0.276,0.121,0.615,0.201,0.228,0,0.843,0.208,0.895,0.168,0.471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.228,0.201
1521,0.301,0.07,0.201,0.801,0.881,0.77,0.85,0.29,0.074,0.81,0.455,0.073,0.609,0.176,0.446,0.266,0.843,0.147,0.79,0.763,0.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.26,0.024,0.446,0.176
1522,0.383,0.295,0.82,0.801,0.881,0.94,0.85,0.23,0.14,0.81,0.618,0.048,0.615,0.17,0.628,0.778,0.843,0.056,0.513,0.92,0.691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.787,0.15,0.628,0.17
1523,0.381,0.501,0.891,0.801,0.881,1,0.85,0.19,0.207,0.81,0.889,0.045,0.61,0.192,0.641,0.579,0.843,0.096,0.064,0.938,0.757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.9,0.641,0.192
