time_index,M,D,H,DateTime
t175,2,1,7,2/1/2030 6:00
t176,2,1,8,2/1/2030 7:00
t177,2,1,9,2/1/2030 8:00
t178,2,1,10,2/1/2030 9:00
t179,2,1,11,2/1/2030 10:00
t180,2,1,12,2/1/2030 11:00
t181,2,1,13,2/1/2030 12:00
t182,2,1,14,2/1/2030 13:00
t183,2,1,15,2/1/2030 14:00
t184,2,1,16,2/1/2030 15:00
t185,2,1,17,2/1/2030 16:00
t186,2,1,18,2/1/2030 17:00
t187,2,1,19,2/1/2030 18:00
t188,2,1,20,2/1/2030 19:00
t189,2,1,21,2/1/2030 20:00
t190,2,1,22,2/1/2030 21:00
t191,2,1,23,2/1/2030 22:00
t192,2,1,24,2/1/2030 23:00
t193,2,2,1,2/2/2030 0:00
t194,2,2,2,2/2/2030 1:00
t195,2,2,3,2/2/2030 2:00
t196,2,2,4,2/2/2030 3:00
t197,2,2,5,2/2/2030 4:00
t198,2,2,6,2/2/2030 5:00
t199,2,2,7,2/2/2030 6:00
t200,2,2,8,2/2/2030 7:00
t201,2,2,9,2/2/2030 8:00
t202,2,2,10,2/2/2030 9:00
t203,2,2,11,2/2/2030 10:00
t204,2,2,12,2/2/2030 11:00
t205,2,2,13,2/2/2030 12:00
t206,2,2,14,2/2/2030 13:00
t207,2,2,15,2/2/2030 14:00
t208,2,2,16,2/2/2030 15:00
t209,2,2,17,2/2/2030 16:00
t210,2,2,18,2/2/2030 17:00
t211,2,2,19,2/2/2030 18:00
t212,2,2,20,2/2/2030 19:00
t213,2,2,21,2/2/2030 20:00
t214,2,2,22,2/2/2030 21:00
t215,2,2,23,2/2/2030 22:00
t216,2,2,24,2/2/2030 23:00
t217,2,3,1,2/3/2030 0:00
t218,2,3,2,2/3/2030 1:00
t219,2,3,3,2/3/2030 2:00
t220,2,3,4,2/3/2030 3:00
t221,2,3,5,2/3/2030 4:00
t222,2,3,6,2/3/2030 5:00
t223,2,3,7,2/3/2030 6:00
t224,2,3,8,2/3/2030 7:00
t225,2,3,9,2/3/2030 8:00
t226,2,3,10,2/3/2030 9:00
t227,2,3,11,2/3/2030 10:00
t228,2,3,12,2/3/2030 11:00
t229,2,3,13,2/3/2030 12:00
t230,2,3,14,2/3/2030 13:00
t231,2,3,15,2/3/2030 14:00
t232,2,3,16,2/3/2030 15:00
t233,2,3,17,2/3/2030 16:00
t234,2,3,18,2/3/2030 17:00
t235,2,3,19,2/3/2030 18:00
t236,2,3,20,2/3/2030 19:00
t237,2,3,21,2/3/2030 20:00
t238,2,3,22,2/3/2030 21:00
t239,2,3,23,2/3/2030 22:00
t240,2,3,24,2/3/2030 23:00
t241,2,4,1,2/4/2030 0:00
t242,2,4,2,2/4/2030 1:00
t243,2,4,3,2/4/2030 2:00
t244,2,4,4,2/4/2030 3:00
t245,2,4,5,2/4/2030 4:00
t246,2,4,6,2/4/2030 5:00
t247,2,4,7,2/4/2030 6:00
t248,2,4,8,2/4/2030 7:00
t249,2,4,9,2/4/2030 8:00
t250,2,4,10,2/4/2030 9:00
t251,2,4,11,2/4/2030 10:00
t252,2,4,12,2/4/2030 11:00
t253,2,4,13,2/4/2030 12:00
t254,2,4,14,2/4/2030 13:00
t255,2,4,15,2/4/2030 14:00
t256,2,4,16,2/4/2030 15:00
t257,2,4,17,2/4/2030 16:00
t258,2,4,18,2/4/2030 17:00
t259,2,4,19,2/4/2030 18:00
t260,2,4,20,2/4/2030 19:00
t261,2,4,21,2/4/2030 20:00
t262,2,4,22,2/4/2030 21:00
t263,2,4,23,2/4/2030 22:00
t264,2,4,24,2/4/2030 23:00
t265,2,5,1,2/5/2030 0:00
t266,2,5,2,2/5/2030 1:00
t267,2,5,3,2/5/2030 2:00
t268,2,5,4,2/5/2030 3:00
t269,2,5,5,2/5/2030 4:00
t270,2,5,6,2/5/2030 5:00
t271,2,5,7,2/5/2030 6:00
t272,2,5,8,2/5/2030 7:00
t273,2,5,9,2/5/2030 8:00
t274,2,5,10,2/5/2030 9:00
t275,2,5,11,2/5/2030 10:00
t276,2,5,12,2/5/2030 11:00
t277,2,5,13,2/5/2030 12:00
t278,2,5,14,2/5/2030 13:00
t279,2,5,15,2/5/2030 14:00
t280,2,5,16,2/5/2030 15:00
t281,2,5,17,2/5/2030 16:00
t282,2,5,18,2/5/2030 17:00
t283,2,5,19,2/5/2030 18:00
t284,2,5,20,2/5/2030 19:00
t285,2,5,21,2/5/2030 20:00
t286,2,5,22,2/5/2030 21:00
t287,2,5,23,2/5/2030 22:00
t288,2,5,24,2/5/2030 23:00
t289,2,6,1,2/6/2030 0:00
t290,2,6,2,2/6/2030 1:00
t291,2,6,3,2/6/2030 2:00
t292,2,6,4,2/6/2030 3:00
t293,2,6,5,2/6/2030 4:00
t294,2,6,6,2/6/2030 5:00
t295,2,6,7,2/6/2030 6:00
t296,2,6,8,2/6/2030 7:00
t297,2,6,9,2/6/2030 8:00
t298,2,6,10,2/6/2030 9:00
t299,2,6,11,2/6/2030 10:00
t300,2,6,12,2/6/2030 11:00
t301,2,6,13,2/6/2030 12:00
t302,2,6,14,2/6/2030 13:00
t303,2,6,15,2/6/2030 14:00
t304,2,6,16,2/6/2030 15:00
t305,2,6,17,2/6/2030 16:00
t306,2,6,18,2/6/2030 17:00
t307,2,6,19,2/6/2030 18:00
t308,2,6,20,2/6/2030 19:00
t309,2,6,21,2/6/2030 20:00
t310,2,6,22,2/6/2030 21:00
t311,2,6,23,2/6/2030 22:00
t312,2,6,24,2/6/2030 23:00
t313,2,7,1,2/7/2030 0:00
t314,2,7,2,2/7/2030 1:00
t315,2,7,3,2/7/2030 2:00
t316,2,7,4,2/7/2030 3:00
t317,2,7,5,2/7/2030 4:00
t318,2,7,6,2/7/2030 5:00
t319,2,7,7,2/7/2030 6:00
t320,2,7,8,2/7/2030 7:00
t321,2,7,9,2/7/2030 8:00
t322,2,7,10,2/7/2030 9:00
t323,2,7,11,2/7/2030 10:00
t324,2,7,12,2/7/2030 11:00
t325,2,7,13,2/7/2030 12:00
t326,2,7,14,2/7/2030 13:00
t327,2,7,15,2/7/2030 14:00
t328,2,7,16,2/7/2030 15:00
t329,2,7,17,2/7/2030 16:00
t330,2,7,18,2/7/2030 17:00
t331,2,7,19,2/7/2030 18:00
t332,2,7,20,2/7/2030 19:00
t333,2,7,21,2/7/2030 20:00
t334,2,7,22,2/7/2030 21:00
t335,2,7,23,2/7/2030 22:00
t336,2,7,24,2/7/2030 23:00
t337,3,1,1,3/1/2030 0:00
t338,3,1,2,3/1/2030 1:00
t339,3,1,3,3/1/2030 2:00
t340,3,1,4,3/1/2030 3:00
t341,3,1,5,3/1/2030 4:00
t342,3,1,6,3/1/2030 5:00
t343,3,1,7,3/1/2030 6:00
t344,3,1,8,3/1/2030 7:00
t345,3,1,9,3/1/2030 8:00
t346,3,1,10,3/1/2030 9:00
t347,3,1,11,3/1/2030 10:00
t348,3,1,12,3/1/2030 11:00
t349,3,1,13,3/1/2030 12:00
t350,3,1,14,3/1/2030 13:00
t351,3,1,15,3/1/2030 14:00
t352,3,1,16,3/1/2030 15:00
t353,3,1,17,3/1/2030 16:00
t354,3,1,18,3/1/2030 17:00
t355,3,1,19,3/1/2030 18:00
t356,3,1,20,3/1/2030 19:00
t357,3,1,21,3/1/2030 20:00
t358,3,1,22,3/1/2030 21:00
t359,3,1,23,3/1/2030 22:00
t360,3,1,24,3/1/2030 23:00
t361,3,2,1,3/2/2030 0:00
t362,3,2,2,3/2/2030 1:00
t363,3,2,3,3/2/2030 2:00
t364,3,2,4,3/2/2030 3:00
t365,3,2,5,3/2/2030 4:00
t366,3,2,6,3/2/2030 5:00
t367,3,2,7,3/2/2030 6:00
t368,3,2,8,3/2/2030 7:00
t369,3,2,9,3/2/2030 8:00
t370,3,2,10,3/2/2030 9:00
t371,3,2,11,3/2/2030 10:00
t372,3,2,12,3/2/2030 11:00
t373,3,2,13,3/2/2030 12:00
t374,3,2,14,3/2/2030 13:00
t375,3,2,15,3/2/2030 14:00
t376,3,2,16,3/2/2030 15:00
t377,3,2,17,3/2/2030 16:00
t378,3,2,18,3/2/2030 17:00
t379,3,2,19,3/2/2030 18:00
t380,3,2,20,3/2/2030 19:00
t381,3,2,21,3/2/2030 20:00
t382,3,2,22,3/2/2030 21:00
t383,3,2,23,3/2/2030 22:00
t384,3,2,24,3/2/2030 23:00
t385,3,3,1,3/3/2030 0:00
t386,3,3,2,3/3/2030 1:00
t387,3,3,3,3/3/2030 2:00
t388,3,3,4,3/3/2030 3:00
t389,3,3,5,3/3/2030 4:00
t390,3,3,6,3/3/2030 5:00
t391,3,3,7,3/3/2030 6:00
t392,3,3,8,3/3/2030 7:00
t393,3,3,9,3/3/2030 8:00
t394,3,3,10,3/3/2030 9:00
t395,3,3,11,3/3/2030 10:00
t396,3,3,12,3/3/2030 11:00
t397,3,3,13,3/3/2030 12:00
t398,3,3,14,3/3/2030 13:00
t399,3,3,15,3/3/2030 14:00
t400,3,3,16,3/3/2030 15:00
t401,3,3,17,3/3/2030 16:00
t402,3,3,18,3/3/2030 17:00
t403,3,3,19,3/3/2030 18:00
t404,3,3,20,3/3/2030 19:00
t405,3,3,21,3/3/2030 20:00
t406,3,3,22,3/3/2030 21:00
t407,3,3,23,3/3/2030 22:00
t408,3,3,24,3/3/2030 23:00
t409,3,4,1,3/4/2030 0:00
t410,3,4,2,3/4/2030 1:00
t411,3,4,3,3/4/2030 2:00
t412,3,4,4,3/4/2030 3:00
t413,3,4,5,3/4/2030 4:00
t414,3,4,6,3/4/2030 5:00
t415,3,4,7,3/4/2030 6:00
t416,3,4,8,3/4/2030 7:00
t417,3,4,9,3/4/2030 8:00
t418,3,4,10,3/4/2030 9:00
t419,3,4,11,3/4/2030 10:00
t420,3,4,12,3/4/2030 11:00
t421,3,4,13,3/4/2030 12:00
t422,3,4,14,3/4/2030 13:00
t423,3,4,15,3/4/2030 14:00
t424,3,4,16,3/4/2030 15:00
t425,3,4,17,3/4/2030 16:00
t426,3,4,18,3/4/2030 17:00
t427,3,4,19,3/4/2030 18:00
t428,3,4,20,3/4/2030 19:00
t429,3,4,21,3/4/2030 20:00
t430,3,4,22,3/4/2030 21:00
t431,3,4,23,3/4/2030 22:00
t432,3,4,24,3/4/2030 23:00
t433,3,5,1,3/5/2030 0:00
t434,3,5,2,3/5/2030 1:00
t435,3,5,3,3/5/2030 2:00
t436,3,5,4,3/5/2030 3:00
t437,3,5,5,3/5/2030 4:00
t438,3,5,6,3/5/2030 5:00
t439,3,5,7,3/5/2030 6:00
t440,3,5,8,3/5/2030 7:00
t441,3,5,9,3/5/2030 8:00
t442,3,5,10,3/5/2030 9:00
t443,3,5,11,3/5/2030 10:00
t444,3,5,12,3/5/2030 11:00
t445,3,5,13,3/5/2030 12:00
t446,3,5,14,3/5/2030 13:00
t447,3,5,15,3/5/2030 14:00
t448,3,5,16,3/5/2030 15:00
t449,3,5,17,3/5/2030 16:00
t450,3,5,18,3/5/2030 17:00
t451,3,5,19,3/5/2030 18:00
t452,3,5,20,3/5/2030 19:00
t453,3,5,21,3/5/2030 20:00
t454,3,5,22,3/5/2030 21:00
t455,3,5,23,3/5/2030 22:00
t456,3,5,24,3/5/2030 23:00
t457,3,6,1,3/6/2030 0:00
t458,3,6,2,3/6/2030 1:00
t459,3,6,3,3/6/2030 2:00
t460,3,6,4,3/6/2030 3:00
t461,3,6,5,3/6/2030 4:00
t462,3,6,6,3/6/2030 5:00
t463,3,6,7,3/6/2030 6:00
t464,3,6,8,3/6/2030 7:00
t465,3,6,9,3/6/2030 8:00
t466,3,6,10,3/6/2030 9:00
t467,3,6,11,3/6/2030 10:00
t468,3,6,12,3/6/2030 11:00
t469,3,6,13,3/6/2030 12:00
t470,3,6,14,3/6/2030 13:00
t471,3,6,15,3/6/2030 14:00
t472,3,6,16,3/6/2030 15:00
t473,3,6,17,3/6/2030 16:00
t474,3,6,18,3/6/2030 17:00
t475,3,6,19,3/6/2030 18:00
t476,3,6,20,3/6/2030 19:00
t477,3,6,21,3/6/2030 20:00
t478,3,6,22,3/6/2030 21:00
t479,3,6,23,3/6/2030 22:00
t480,3,6,24,3/6/2030 23:00
t481,3,7,1,3/7/2030 0:00
t482,3,7,2,3/7/2030 1:00
t483,3,7,3,3/7/2030 2:00
t484,3,7,4,3/7/2030 3:00
t485,3,7,5,3/7/2030 4:00
t486,3,7,6,3/7/2030 5:00
t487,3,7,7,3/7/2030 6:00
t488,3,7,8,3/7/2030 7:00
t489,3,7,9,3/7/2030 8:00
t490,3,7,10,3/7/2030 9:00
t491,3,7,11,3/7/2030 10:00
t492,3,7,12,3/7/2030 11:00
t493,3,7,13,3/7/2030 12:00
t494,3,7,14,3/7/2030 13:00
t495,3,7,15,3/7/2030 14:00
t496,3,7,16,3/7/2030 15:00
t497,3,7,17,3/7/2030 16:00
t498,3,7,18,3/7/2030 17:00
t499,3,7,19,3/7/2030 18:00
t500,3,7,20,3/7/2030 19:00
t501,3,7,21,3/7/2030 20:00
t502,3,7,22,3/7/2030 21:00
t503,3,7,23,3/7/2030 22:00
t504,3,7,24,3/7/2030 23:00
t505,4,1,1,4/1/2030 0:00
t506,4,1,2,4/1/2030 1:00
t507,4,1,3,4/1/2030 2:00
t508,4,1,4,4/1/2030 3:00
t509,4,1,5,4/1/2030 4:00
t510,4,1,6,4/1/2030 5:00
t511,4,1,7,4/1/2030 6:00
t512,4,1,8,4/1/2030 7:00
t513,4,1,9,4/1/2030 8:00
t514,4,1,10,4/1/2030 9:00
t515,4,1,11,4/1/2030 10:00
t516,4,1,12,4/1/2030 11:00
t517,4,1,13,4/1/2030 12:00
t518,4,1,14,4/1/2030 13:00
t519,4,1,15,4/1/2030 14:00
t520,4,1,16,4/1/2030 15:00
t521,4,1,17,4/1/2030 16:00
t522,4,1,18,4/1/2030 17:00
t523,4,1,19,4/1/2030 18:00
t524,4,1,20,4/1/2030 19:00
t525,4,1,21,4/1/2030 20:00
t526,4,1,22,4/1/2030 21:00
t527,4,1,23,4/1/2030 22:00
t528,4,1,24,4/1/2030 23:00
t529,4,2,1,4/2/2030 0:00
t530,4,2,2,4/2/2030 1:00
t531,4,2,3,4/2/2030 2:00
t532,4,2,4,4/2/2030 3:00
t533,4,2,5,4/2/2030 4:00
t534,4,2,6,4/2/2030 5:00
t535,4,2,7,4/2/2030 6:00
t536,4,2,8,4/2/2030 7:00
t537,4,2,9,4/2/2030 8:00
t538,4,2,10,4/2/2030 9:00
t539,4,2,11,4/2/2030 10:00
t540,4,2,12,4/2/2030 11:00
t541,4,2,13,4/2/2030 12:00
t542,4,2,14,4/2/2030 13:00
t543,4,2,15,4/2/2030 14:00
t544,4,2,16,4/2/2030 15:00
t545,4,2,17,4/2/2030 16:00
t546,4,2,18,4/2/2030 17:00
t547,4,2,19,4/2/2030 18:00
t548,4,2,20,4/2/2030 19:00
t549,4,2,21,4/2/2030 20:00
t550,4,2,22,4/2/2030 21:00
t551,4,2,23,4/2/2030 22:00
t552,4,2,24,4/2/2030 23:00
t553,4,3,1,4/3/2030 0:00
t554,4,3,2,4/3/2030 1:00
t555,4,3,3,4/3/2030 2:00
t556,4,3,4,4/3/2030 3:00
t557,4,3,5,4/3/2030 4:00
t558,4,3,6,4/3/2030 5:00
t559,4,3,7,4/3/2030 6:00
t560,4,3,8,4/3/2030 7:00
t561,4,3,9,4/3/2030 8:00
t562,4,3,10,4/3/2030 9:00
t563,4,3,11,4/3/2030 10:00
t564,4,3,12,4/3/2030 11:00
t565,4,3,13,4/3/2030 12:00
t566,4,3,14,4/3/2030 13:00
t567,4,3,15,4/3/2030 14:00
t568,4,3,16,4/3/2030 15:00
t569,4,3,17,4/3/2030 16:00
t570,4,3,18,4/3/2030 17:00
t571,4,3,19,4/3/2030 18:00
t572,4,3,20,4/3/2030 19:00
t573,4,3,21,4/3/2030 20:00
t574,4,3,22,4/3/2030 21:00
t575,4,3,23,4/3/2030 22:00
t576,4,3,24,4/3/2030 23:00
t577,4,4,1,4/4/2030 0:00
t578,4,4,2,4/4/2030 1:00
t579,4,4,3,4/4/2030 2:00
t580,4,4,4,4/4/2030 3:00
t581,4,4,5,4/4/2030 4:00
t582,4,4,6,4/4/2030 5:00
t583,4,4,7,4/4/2030 6:00
t584,4,4,8,4/4/2030 7:00
t585,4,4,9,4/4/2030 8:00
t586,4,4,10,4/4/2030 9:00
t587,4,4,11,4/4/2030 10:00
t588,4,4,12,4/4/2030 11:00
t589,4,4,13,4/4/2030 12:00
t590,4,4,14,4/4/2030 13:00
t591,4,4,15,4/4/2030 14:00
t592,4,4,16,4/4/2030 15:00
t593,4,4,17,4/4/2030 16:00
t594,4,4,18,4/4/2030 17:00
t595,4,4,19,4/4/2030 18:00
t596,4,4,20,4/4/2030 19:00
t597,4,4,21,4/4/2030 20:00
t598,4,4,22,4/4/2030 21:00
t599,4,4,23,4/4/2030 22:00
t600,4,4,24,4/4/2030 23:00
t601,4,5,1,4/5/2030 0:00
t602,4,5,2,4/5/2030 1:00
t603,4,5,3,4/5/2030 2:00
t604,4,5,4,4/5/2030 3:00
t605,4,5,5,4/5/2030 4:00
t606,4,5,6,4/5/2030 5:00
t607,4,5,7,4/5/2030 6:00
t608,4,5,8,4/5/2030 7:00
t609,4,5,9,4/5/2030 8:00
t610,4,5,10,4/5/2030 9:00
t611,4,5,11,4/5/2030 10:00
t612,4,5,12,4/5/2030 11:00
t613,4,5,13,4/5/2030 12:00
t614,4,5,14,4/5/2030 13:00
t615,4,5,15,4/5/2030 14:00
t616,4,5,16,4/5/2030 15:00
t617,4,5,17,4/5/2030 16:00
t618,4,5,18,4/5/2030 17:00
t619,4,5,19,4/5/2030 18:00
t620,4,5,20,4/5/2030 19:00
t621,4,5,21,4/5/2030 20:00
t622,4,5,22,4/5/2030 21:00
t623,4,5,23,4/5/2030 22:00
t624,4,5,24,4/5/2030 23:00
t625,4,6,1,4/6/2030 0:00
t626,4,6,2,4/6/2030 1:00
t627,4,6,3,4/6/2030 2:00
t628,4,6,4,4/6/2030 3:00
t629,4,6,5,4/6/2030 4:00
t630,4,6,6,4/6/2030 5:00
t631,4,6,7,4/6/2030 6:00
t632,4,6,8,4/6/2030 7:00
t633,4,6,9,4/6/2030 8:00
t634,4,6,10,4/6/2030 9:00
t635,4,6,11,4/6/2030 10:00
t636,4,6,12,4/6/2030 11:00
t637,4,6,13,4/6/2030 12:00
t638,4,6,14,4/6/2030 13:00
t639,4,6,15,4/6/2030 14:00
t640,4,6,16,4/6/2030 15:00
t641,4,6,17,4/6/2030 16:00
t642,4,6,18,4/6/2030 17:00
t643,4,6,19,4/6/2030 18:00
t644,4,6,20,4/6/2030 19:00
t645,4,6,21,4/6/2030 20:00
t646,4,6,22,4/6/2030 21:00
t647,4,6,23,4/6/2030 22:00
t648,4,6,24,4/6/2030 23:00
t649,4,7,1,4/7/2030 0:00
t650,4,7,2,4/7/2030 1:00
t651,4,7,3,4/7/2030 2:00
t652,4,7,4,4/7/2030 3:00
t653,4,7,5,4/7/2030 4:00
t654,4,7,6,4/7/2030 5:00
t655,4,7,7,4/7/2030 6:00
t656,4,7,8,4/7/2030 7:00
t657,4,7,9,4/7/2030 8:00
t658,4,7,10,4/7/2030 9:00
t659,4,7,11,4/7/2030 10:00
t660,4,7,12,4/7/2030 11:00
t661,4,7,13,4/7/2030 12:00
t662,4,7,14,4/7/2030 13:00
t663,4,7,15,4/7/2030 14:00
t664,4,7,16,4/7/2030 15:00
t665,4,7,17,4/7/2030 16:00
t666,4,7,18,4/7/2030 17:00
t667,4,7,19,4/7/2030 18:00
t668,4,7,20,4/7/2030 19:00
t669,4,7,21,4/7/2030 20:00
t670,4,7,22,4/7/2030 21:00
t671,4,7,23,4/7/2030 22:00
t672,4,7,24,4/7/2030 23:00
t673,5,1,1,5/1/2030 0:00
t674,5,1,2,5/1/2030 1:00
t675,5,1,3,5/1/2030 2:00
t676,5,1,4,5/1/2030 3:00
t677,5,1,5,5/1/2030 4:00
t678,5,1,6,5/1/2030 5:00
t679,5,1,7,5/1/2030 6:00
t680,5,1,8,5/1/2030 7:00
t681,5,1,9,5/1/2030 8:00
t682,5,1,10,5/1/2030 9:00
t683,5,1,11,5/1/2030 10:00
t684,5,1,12,5/1/2030 11:00
t685,5,1,13,5/1/2030 12:00
t686,5,1,14,5/1/2030 13:00
t687,5,1,15,5/1/2030 14:00
t688,5,1,16,5/1/2030 15:00
t689,5,1,17,5/1/2030 16:00
t690,5,1,18,5/1/2030 17:00
t691,5,1,19,5/1/2030 18:00
t692,5,1,20,5/1/2030 19:00
t693,5,1,21,5/1/2030 20:00
t694,5,1,22,5/1/2030 21:00
t695,5,1,23,5/1/2030 22:00
t696,5,1,24,5/1/2030 23:00
t697,5,2,1,5/2/2030 0:00
t698,5,2,2,5/2/2030 1:00
