Time_Index,Arizona_Solar,BANC_Biogas,BANC_Biomass,BANC_CCGT1,BANC_CCGT2,BANC_Geothermal,BANC_Geothermal_New_Planned,BANC_Hydro,BANC_Li_Battery,BANC_Li_Battery_New_Planned,BANC_Peaker1,BANC_Peaker2,BANC_Reciprocating_Engine,BANC_Solar,BANC_Solar_New_Planned,BANC_Wind,BANC_Wind_New_Planned,Baja_California_Wind,CAISO_Adiabatic_CAES_24hr,CAISO_Advanced_CCGT,CAISO_Advanced_CCGT_CCS_95,CAISO_Advanced_Nuclear_SMR,CAISO_Aero_CT,CAISO_Allam_Cycle_100,CAISO_Biogas,CAISO_Biomass,CAISO_CCGT1,CAISO_CCGT1_Retrofit_CCS_90,CAISO_CCGT2,CAISO_CCGT_Remote,CAISO_CHP,CAISO_Coal,CAISO_Enhanced_Geothermal_Systems,CAISO_Flow_Battery_8hr_Dispatch,CAISO_Generic_Energy_Storage_100hr,CAISO_Generic_Energy_Storage_24hr,CAISO_Geothermal,CAISO_Hydro,CAISO_Li_Battery_4hr_Baseline,CAISO_Li_Battery_4hr_Dispatch,CAISO_Li_Battery_8hr_Baseline,CAISO_Li_Battery_8hr_Dispatch,CAISO_New_Pumped_Storage_12hr,CAISO_New_Reciprocating_Engine,CAISO_Nuclear,CAISO_Peaker1,CAISO_Peaker2,CAISO_Pumped_Hydro,CAISO_Reciprocating_Engine,CAISO_ST,CAISO_Shed_DR_Existing,CAISO_Solar,CAISO_Wind,Cape_Mendocino_Offshore_Wind,Central_Nevada_Geothermal,Central_Valley_North_Los_Banos_Wind,Customer_PV,Del_Norte_Offshore_Wind,Distributed_Solar,Greater_Imperial_Geothermal,Greater_Imperial_Solar,Greater_Imperial_Wind,Greater_Kramer_Solar,Greater_LA_Solar,Humboldt_Bay_Offshore_Wind,IID_Biogas,IID_Biomass,IID_CCGT1,IID_Geothermal,IID_Geothermal_New_Planned,IID_Li_Battery,IID_Li_Battery_New_Planned,IID_Peaker1,IID_Peaker2,IID_ST,IID_Solar,IID_Solar_New_Planned,Idaho_Wind,InState_Biomass,Inyokern_North_Kramer_Geothermal,LDWP_Biogas,LDWP_CCGT1,LDWP_CCGT2,LDWP_CHP,LDWP_Coal,LDWP_Geothermal,LDWP_Geothermal_New_Planned,LDWP_Hydro,LDWP_Li_Battery,LDWP_Li_Battery_New_Planned,LDWP_Nuclear,LDWP_Peaker1,LDWP_Peaker1_New_Planned,LDWP_Pumped_Hydro,LDWP_ST,LDWP_Solar,LDWP_Solar_New_Planned,LDWP_Wind,LDWP_Wind_New_Planned,Morro_Bay_Offshore_Wind,NW_Biogas,NW_Biomass,NW_CCGT1,NW_CCGT2,NW_Coal,NW_Geothermal,NW_Hydro,NW_Hydro_for_CAISO,NW_Li_Battery,NW_Li_Battery_New_Planned,NW_Nuclear,NW_Nuclear_New_Planned,NW_Peaker1,NW_Peaker1_New_Planned,NW_Peaker2,NW_Pumped_Hydro,NW_Reciprocating_Engine,NW_Solar,NW_Solar_New_Planned,NW_Wind,NW_Wind_New_Planned,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,Northern_Nevada_Geothermal,Pacific_Northwest_Geothermal,Riverside_Solar,SW_Biogas,SW_Biomass,SW_CCGT1,SW_CCGT2,SW_Coal,SW_Geothermal,SW_Hydro,SW_Li_Battery,SW_Li_Battery_New_Planned,SW_Nuclear,SW_Peaker1,SW_Peaker1_New_Planned,SW_Peaker2,SW_Pumped_Hydro,SW_Reciprocating_Engine,SW_ST,SW_Solar,SW_Solar_New_Planned,SW_Wind,SW_Wind_New_Planned,Shed_ag_Pumping,Shed_com_HVAC fans,Shed_com_IT equipment,Shed_com_Lighting,Shed_com_Office Equipment,Shed_com_Refrigeration,Shed_com_Space cooling,Shed_com_Space heating,Shed_com_Water heating,Shed_ind_Ind. cooling,Shed_ind_Ind. heat,Shed_ind_Process,Shed_ind_Pumping,Shed_res_Appliances,Shed_res_Electronics,Shed_res_Lighting,Shed_res_Pool pumps,Shed_res_Refrigeration,Shed_res_Spa heater,Shed_res_Space cooling,Shed_res_Space heating,Shed_res_Water heating,Solano_Wind,Southern_NV_Eldorado_Solar,Southern_NV_Eldorado_Wind,Southern_PGAE_Solar,Tehachapi_Solar,Tehachapi_Wind,Utah_Geothermal,Utah_Wind,Wyoming_Wind
381,0.0,0.93,0.93,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7415906609,0.7415906609,0.6304560415,1.0,1.0,1.0,1.0,1.0,1.0,0.908835556,0.927074482,1.0,1.0,1.0,1.0,0.944869784,1.0,1.0,1.0,1.0,1.0,0.991140323,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5398822264,0.0,1.0,0.6983566158,0.0,0.0,0.0,1.0,0.0,0.6304560415,0.0,0.0,0.0,0.93,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1910051921,0.927074482,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.3447581148,0.3447581148,0.0,0.93,0.93,0.63,0.63,0.63,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.38,0.38,0.38,1.0,0.38,0.0,0.0,0.9278555928,0.9278555928,0.589983512,1.0,0.0,0.4320655133,1.0,1.0,0.0,0.93,0.93,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1812522786,0.1812522786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.641048371,0.0,0.0964403183,0.0,0.0,0.4062970333,1.0,0.2529299506,0.339463299
382,0.0,0.93,0.93,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6535304159,0.6535304159,0.6525773061,1.0,1.0,1.0,1.0,1.0,1.0,0.908835556,0.927074482,1.0,1.0,1.0,1.0,0.944869784,1.0,1.0,1.0,1.0,1.0,0.991140323,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5250393492,0.0,1.0,0.5838719247,0.0,0.0,0.0,1.0,0.0,0.6525773061,0.0,0.0,0.0,0.93,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2182916481,0.927074482,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.3672037467,0.3672037467,0.0,0.93,0.93,0.63,0.63,0.63,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.38,0.38,0.38,1.0,0.38,0.0,0.0,0.8995118571,0.8995118571,0.544600165,1.0,0.0,0.3812342764,1.0,1.0,0.0,0.93,0.93,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1913257326,0.1913257326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5200958481,0.0,0.0723302387,0.0,0.0,0.4194033892,1.0,0.2795541559,0.309510655
383,0.0,0.93,0.93,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5732076664,0.5732076664,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.908835556,0.927074482,1.0,1.0,1.0,1.0,0.944869784,1.0,1.0,1.0,1.0,1.0,0.991140323,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5170986725,0.0,1.0,0.5380780483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2865077882,0.927074482,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.374613584,0.374613584,0.0,0.93,0.93,0.63,0.63,0.63,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.38,0.38,0.38,1.0,0.38,0.0,0.0,0.8091168496,0.8091168496,0.4765251443,1.0,0.0,0.3176952304,1.0,1.0,0.0,0.93,0.93,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2064839657,0.2064839657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4354290822,0.0,0.0602751989,0.0,0.0,0.4849351687,1.0,0.0,0.2995264403
384,0.0,0.93,0.93,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4998223499,0.4998223499,0.6415166738,1.0,1.0,1.0,1.0,1.0,1.0,0.908835556,0.927074482,1.0,1.0,1.0,1.0,0.944869784,1.0,1.0,1.0,1.0,1.0,0.991140323,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5073518341,0.0,1.0,0.51518111,0.0,0.0,0.0,1.0,0.0,0.6415166738,0.0,0.0,0.0,0.93,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3547239282,0.927074482,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.3408370759,0.3408370759,0.0,0.93,0.93,0.63,0.63,0.63,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.38,0.38,0.38,1.0,0.38,0.0,0.0,0.7225754628,0.7225754628,0.4197959605,1.0,0.0,0.2668639935,1.0,1.0,0.0,0.93,0.93,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2015477111,0.2015477111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3749528207,0.0,0.0482201592,0.0,0.0,0.589786016,1.0,0.2263057453,0.2895422256
385,0.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7165149204,0.7165149204,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5916166163,0.3647953178,1.0,0.2862117278,0.0,0.0209810587,0.0,1.0,0.0,0.0,0.0,0.0,0.1295420173,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1227890521,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.4177604487,0.4177604487,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4079630423,0.4079630423,0.8622835945,1.0,0.0,0.4447733225,1.0,1.0,0.0,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3323104053,0.3323104053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4233338299,0.0,0.4942566313,0.0,0.0,0.6946368633,1.0,0.3461146692,0.4692580898
386,0.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6004311397,0.6004311397,0.4534859246,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5837381449,0.2760613216,1.0,0.2976601969,0.0,0.0104905293,0.0,1.0,0.0,0.4534859246,0.0,0.0,0.089682935,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1637187361,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.4046851734,0.4046851734,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3044491187,0.3044491187,0.0,1.0,0.0,0.4574811317,1.0,1.0,0.0,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2417192129,0.2417192129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3628575685,0.0,0.5063116711,0.0,0.0,0.7077432192,1.0,0.3328025665,0.589068666
387,0.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4675353725,0.4675353725,0.4313646599,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5774951521,0.0,1.0,0.3320056043,0.0,0.0,0.0,1.0,0.0,0.4313646599,0.0,0.0,0.0797181645,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1773619641,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.4066456929,0.4066456929,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2944823967,0.2944823967,0.8509377577,1.0,0.0,0.4320655133,1.0,1.0,0.0,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1793651441,0.1793651441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2902860548,0.0,0.5183667109,0.0,0.0,0.733955931,1.0,0.3461146692,0.648973954
388,0.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.371200699,0.371200699,0.4092433953,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5227819581,0.2563426558,1.0,0.3663510116,0.0,0.0,0.0,1.0,0.0,0.4092433953,0.0,0.0,0.0398590822,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1910051921,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.3750458245,0.3750458245,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3331396433,0.3331396433,0.7601710636,1.0,0.0,0.4701889409,1.0,1.0,0.0,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1580737239,0.1580737239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2056192888,0.0,0.0,0.0,0.0,0.7208495751,1.0,0.3328025665,0.7388318861
389,0.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3084899985,0.3084899985,0.398182763,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4606253717,0.226764657,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.398182763,0.0,0.0,0.0199295411,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1773619641,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.0,0.0,0.36022615,0.36022615,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3702518871,0.3702518871,0.5786376753,1.0,0.0,0.4320655133,1.0,1.0,0.0,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1186535812,0.1186535812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1451430274,0.0,0.0,0.0,0.0,0.6946368633,1.0,0.0,0.8187056035
390,0.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2001437132,0.2001437132,0.3871221307,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0296250155,0.4021026583,0.2169053241,1.0,0.3205571351,0.0011446933,0.0,0.0,1.0,0.063408726,0.3871221307,0.0990146885,0.0383533211,0.0,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034504644,0.034504644,0.1364322801,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.015434794,0.015434794,0.2761090602,0.2761090602,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0007561849,0.0007561849,0.3758889505,0.3758889505,0.4538334708,1.0,0.0,0.4066498949,1.0,1.0,0.063408726,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0102881458,0.0102881458,0.0643809911,0.0643809911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1209525228,0.0126252551,0.0,0.0,0.0492780661,0.6159987278,1.0,0.2396178479,0.8586424622
391,0.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0251043906,0.0251043906,0.2084181418,0.2084181418,0.3539402338,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.325816086,0.2734828685,0.2070459912,1.0,0.2747632587,0.1110352548,0.0,0.1342508927,1.0,0.4945880624,0.3539402338,0.4703197702,0.4218865326,0.0,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3096355047,0.3096355047,0.06821614,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.1234237296,0.1234237296,0.1773884161,0.1773884161,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0365825445,0.0365825445,0.2962731769,0.2962731769,0.3857584502,1.0,0.1639375268,0.2922796119,1.0,1.0,0.4945880624,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625065164,0.0625065164,0.101267481,0.101267481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.084666766,0.0378757654,0.3013759947,0.3710860604,0.4311830781,0.5635733042,1.0,0.1730573346,0.8087213889
392,0.0393071117,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1279587249,0.1279587249,0.2068180169,0.2068180169,0.28757644,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6921564623,0.2023200565,0.1774679925,1.0,0.2862117278,0.3290993375,0.0,0.3783434249,1.0,0.8750404181,0.28757644,0.8787553601,0.869341946,0.0,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5915975074,0.5915975074,0.054572912,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.3050848566,0.3050848566,0.1046022024,0.1046022024,0.0,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.1304434055,0.1304434055,0.2216019416,0.2216019416,0.294991756,1.0,0.4792020013,0.1524937106,1.0,1.0,0.8750404181,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1563355181,0.1563355181,0.1222443788,0.1222443788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0604762614,0.3661323988,0.7112473475,0.8445406893,0.8623661563,0.4980415246,1.0,0.1064968213,0.0
393,0.6420161576,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6754286159,0.6754286159,0.1427703207,0.1427703207,0.1327275877,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8537229953,0.1556182709,0.118311995,1.0,0.2633147896,0.5305653668,0.0,0.6102313305,1.0,0.9755188608,0.1327275877,0.9520643121,0.9834184909,0.0,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8224816772,0.8224816772,0.027286456,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.6954728829,0.6954728829,0.0579665392,0.0579665392,0.9720998328,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.6269906576,0.6269906576,0.1360854043,0.1360854043,0.3063375928,1.0,0.8827405288,0.1016624737,1.0,1.0,0.9755188608,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6694682293,0.6694682293,0.1491098351,0.1491098351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5555112257,0.7715225465,0.9843131577,0.9476551168,0.3276588978,1.0,0.0665605133,0.7987371742
394,0.93026831,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9350209175,0.9350209175,0.1534449368,0.1534449368,0.0331818969,1.0,1.0,1.0,1.0,1.0,1.0,0.945353672,0.954531545,1.0,1.0,1.0,1.0,0.94729543,1.0,1.0,1.0,1.0,1.0,0.989202203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9334953102,0.1489731066,0.0788746633,1.0,0.0,0.6856713154,0.0,0.7933007296,1.0,0.0,0.0331818969,0.0,0.0,0.0,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9409669808,0.9409669808,0.040929684,0.954531545,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,0.8916468781,0.8916468781,0.0542616206,0.0542616206,0.9120936703,0.96,0.96,0.88,0.88,0.88,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.7978941136,0.7978941136,0.0613179691,0.0613179691,0.3290292663,1.0,0.9331828447,0.0635390461,1.0,1.0,0.0,0.96,0.96,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9189900884,0.9189900884,0.1771547505,0.1771547505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7070142872,0.7594675067,0.0,0.0,0.1572762709,1.0,0.0,0.4792423045
