BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge
t230,486.4900404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-508.0,14.099999999999994,-0.0
t231,465.0925772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-571.0,20.44999999999997,-0.0
t232,456.69811402916935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0,19.0,-0.0
t233,270.6626508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-719.0,5.1,-0.0
t234,182.24518760382293,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,20.400000000000006,-0.0
t235,182.97292439114972,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-904.0,149.6,-0.0
t236,197.47106117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895.0,0.0,-0.0
t237,209.28159796580331,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,0.0,-0.0
t238,207.74546117847652,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-849.0,0.0,-0.0
t239,212.49692439114972,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-803.0,0.0,-0.0
t240,194.27478760382292,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-761.0,0.0,-0.0
t241,184.73285081649612,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.0,0.0,-0.0
t242,167.14711402916933,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-728.0,0.0,-0.0
t243,158.31097724184252,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-693.0,0.0,-0.0
t244,148.36244045451573,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-669.0,0.0,-0.0
t245,182.28697724184252,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-660.0,0.0,-0.0
t246,176.92891402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-671.0,0.0,-0.0
t247,202.05105081649612,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-707.0,0.0,-0.0
t248,325.7129140291693,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711.0,26.650000000000002,-0.0
t249,509.91117724184255,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-642.0,98.35,-0.0
t250,534.1314404545157,0.0,-54.03144045451567,0.0,0.0,0.0,0.0,0.0,0.0,-562.0,81.9,-0.0
t251,557.7004404545157,0.0,-97.40044045451572,0.0,0.0,0.0,0.0,0.0,0.0,-505.0,44.7,-0.0
t252,545.0212404545157,0.0,-98.39476986628038,0.0,0.0,0.0,0.0,0.0,0.0,-513.0,66.37352941176471,-0.0
t253,554.2444404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-499.0,3.4000000000000057,-0.0
t254,563.4357772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-503.0,4.0,-0.0
t255,520.7023140291693,0.0,-39.702760989394136,0.0,0.0,0.0,0.0,0.0,0.0,-548.0,65.2764705882353,-0.0
t256,511.13965081649616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-646.0,55.3,-0.0
t257,365.273587603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-752.0,23.5,-0.0
t258,273.7489243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852.0,0.0,-0.0
t259,238.57106117847655,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-905.0,149.6,-0.0
t260,252.38159796580334,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-900.0,20.400000000000006,-0.0
t261,276.29213475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-877.0,0.0,-0.0
t262,280.3921347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-839.0,0.0,-0.0
t263,286.38159796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-784.0,0.0,-0.0
t264,293.1710611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-743.0,0.0,-0.0
t265,272.78532439114974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-754.0,0.0,-0.0
t266,277.09958760382295,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711.0,0.0,-0.0
t267,267.19485081649617,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-684.0,0.0,-0.0
t268,256.66531402916934,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-679.0,0.0,-0.0
t269,266.55025081649615,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-706.0,0.0,-0.0
t270,249.13438760382292,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-772.0,0.0,-0.0
t271,282.9491243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-866.0,0.0,-0.0
t272,407.9345876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-909.0,28.549999999999997,-0.0
t273,584.674450816496,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-924.0,105.7,-0.0
t274,604.5551140291692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-867.0,97.7,-0.0
t275,584.4455772418426,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-851.0,61.02352941176471,-0.0
t276,558.6590404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-818.0,55.0,-0.0
t277,564.0990404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.0,79.19999999999999,-0.0
t278,550.2015772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-777.0,87.30000000000001,-0.0
t279,554.5765140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-631.0,94.2,-0.0
t280,525.2346508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,94.1,-0.0
t281,368.568387603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-891.0,40.17647058823529,-0.0
t282,220.4673243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-958.0,1.6,-0.0
t283,237.96946117847648,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1011.0,137.7225,-0.0
t284,271.6741979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-991.0,0.0,-0.0
t285,295.2169347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-954.0,0.0,-0.0
t286,280.0683979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-916.0,0.0,-0.0
t287,270.0198611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852.0,0.0,-0.0
t288,252.69772439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-824.0,0.0,-0.0
t289,268.94998760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-790.0,0.0,-0.0
t290,254.5766508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-743.0,0.0,-0.0
t291,259.52731402916936,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0,0.0,-0.0
t292,247.94657724184253,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-699.0,0.0,-0.0
t293,260.58191402916935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722.0,0.0,-0.0
t294,226.54865081649615,58.849999999999994,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-787.0,0.0,-0.0
t295,210.20298760382292,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,0.0,-0.0
t296,254.54905081649616,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-935.0,13.3,-0.0
t297,390.4589140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-929.0,44.0,-0.0
t298,465.30217724184257,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888.0,49.2,-0.0
t299,487.3658404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-842.0,42.7,-0.0
t300,494.18004045451573,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-871.0,34.599999999999994,-0.0
t301,523.0062404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-867.0,39.099999999999994,-0.0
t302,485.6019772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,44.0,-0.0
t303,517.1541140291692,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-897.0,47.8,-0.0
t304,528.2154508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-833.0,46.7,-0.0
t305,362.39338760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-855.0,0.0,-0.0
t306,239.95632439114974,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,5.204999999999998,-0.0
t307,227.0248611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1016.0,149.6,-0.0
t308,249.52379796580328,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-995.0,0.0,-0.0
t309,269.56253475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-961.0,0.0,-0.0
t310,313.04579796580333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926.0,0.0,-0.0
t311,273.38546117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-862.0,0.0,-0.0
t312,266.16252439114976,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.0,0.0,-0.0
t313,296.072987603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-798.0,0.0,-0.0
t314,282.43265081649616,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,0.0,-0.0
t315,264.2453140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-716.0,0.0,-0.0
t316,263.86697724184256,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-705.0,0.0,-0.0
t317,251.59851402916934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-727.0,0.0,-0.0
t318,265.13605081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-791.0,0.0,-0.0
t319,241.4951876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-880.0,0.0,-0.0
t320,322.1446508164961,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-914.0,19.900000000000002,-0.0
t321,483.34791402916926,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-928.0,45.27647058823528,-0.0
t322,536.6867772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-865.0,68.5,-0.0
t323,547.4844404545156,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-801.0,55.7,-0.0
t324,553.0610404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-747.0,37.7,-0.0
t325,553.9956404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.0,44.90000000000002,-0.0
t326,537.1765772418426,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-740.0,39.8,-0.0
t327,510.4747140291694,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-719.0,42.0235294117647,-0.0
t328,489.0408508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-819.0,45.0,-0.0
t329,401.13658760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-843.0,17.8,-0.0
t330,337.2385243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-960.0,20.400000000000006,-0.0
t331,340.5710611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1020.0,149.6,-0.0
t332,349.38159796580334,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.0,0.0,-0.0
t333,328.0921347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-975.0,0.0,-0.0
t334,328.1815979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-947.0,0.0,-0.0
t335,329.5710611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-882.0,0.0,-0.0
t336,326.3011243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-850.0,0.0,-0.0
t337,252.56712439114972,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-773.0,0.0,-0.0
t338,243.22818760382296,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-731.0,0.0,-0.0
t339,253.97865081649616,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-702.0,0.0,-0.0
t340,312.26558760382295,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-700.0,0.0,-0.0
t341,311.3361243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726.0,0.0,-0.0
t342,323.39566117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-799.0,0.0,-0.0
t343,343.8425243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-874.0,3.3500000000000005,-0.0
t344,470.7349876038229,58.849999999999994,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895.0,1.1764705882352828,-0.0
t345,579.0170508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,116.09999999999998,-0.0
t346,573.5829140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-834.0,143.2,-0.0
t347,571.2279772418425,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-770.0,141.89999999999998,-0.0
t348,587.9654404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-790.0,131.9,-0.0
t349,603.8193772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-771.0,139.2,-0.0
t350,564.8331140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-754.0,141.29999999999998,-0.0
t351,609.3186508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.0,142.1,-0.0
t352,588.1273876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-813.0,142.6,-0.0
t353,503.39292439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,95.0,-0.0
t354,326.26906117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-910.0,19.45,-0.0
t355,289.1907979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-965.0,148.39,-0.0
t356,301.8639347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-967.0,0.0,-0.0
t357,339.34333475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,0.0,-0.0
t358,327.1543347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-844.0,0.0,-0.0
t359,303.4735979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800.0,0.0,-0.0
t360,270.43906117847655,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-815.0,0.0,-0.0
t361,265.6615243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-773.0,0.0,-0.0
t362,265.54758760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,0.0,-0.0
t363,300.8782508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.0,0.0,-0.0
t364,279.61151402916937,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-701.0,0.0,-0.0
t365,267.50965081649616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.0,0.0,-0.0
t366,264.35238760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-805.0,0.0,-0.0
t367,240.5873876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-878.0,1.6,-0.0
t368,375.37045081649615,74.89999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-911.0,7.400000000000006,-0.0
t369,544.8661140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-781.0,132.09999999999997,-0.0
t370,578.7951772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-867.0,142.7,-0.0
t371,555.6292404545158,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-882.0,139.2,-0.0
t372,561.7818404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-809.0,135.79999999999998,-0.0
t373,541.4790404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-787.0,131.89999999999998,-0.0
t374,503.2629772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,126.80000000000003,-0.0
t375,528.7581140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-759.0,132.1,-0.0
t376,550.7118508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-755.0,125.30000000000001,-0.0
t377,452.03918760382294,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810.0,53.09999999999998,-0.0
t378,286.3209243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888.0,9.2,-0.0
t379,238.42986117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-945.0,149.6,-0.0
t380,231.8047979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-946.0,5.800000000000026,-0.0
t381,237.29213475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-911.0,0.0,-0.0
t382,233.38159796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-880.0,0.0,-0.0
t383,241.97106117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-827.0,0.0,-0.0
t384,273.36052439114974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-805.0,0.0,-0.0
t385,244.24998760382294,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-759.0,0.0,-0.0
t386,220.03945081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-727.0,0.0,-0.0
t387,206.02891402916936,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-697.0,0.0,-0.0
t388,198.41837724184256,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-684.0,0.0,-0.0
t389,232.42891402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-691.0,0.0,-0.0
t390,218.73945081649617,74.89999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-721.0,0.0,-0.0
t391,274.8794508164961,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-754.0,0.8,-0.0
t392,453.2757140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-735.0,39.1,-0.0
t393,563.8649772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-665.0,101.13502275815745,-0.0
t394,555.8624404545158,0.0,-32.862440454515784,0.0,0.0,0.0,0.0,0.0,0.0,-649.0,126.0,-0.0
t395,550.2302404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-559.0,115.76975954548412,-0.0
t396,531.1948404545157,0.0,-106.94532049369404,0.0,0.0,0.0,0.0,0.0,0.0,-557.0,103.70000000000002,-0.0
t397,539.9393772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-566.0,88.19999999999999,-0.0
t398,576.8237140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-599.0,86.70000000000002,-0.0
t399,591.7216508164961,0.0,-42.721650816496094,0.0,0.0,0.0,0.0,0.0,0.0,-599.0,49.999999999999986,-0.0
t400,562.8887876038228,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-636.0,42.380097469100484,-0.0
t401,463.48572439114974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-725.0,19.15,-0.0
t402,275.10826117847654,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-826.0,1.4500000000000002,-0.0
t403,244.58159796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-884.0,149.6,-0.0
t404,244.69213475313012,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-885.0,20.400000000000006,-0.0
t405,247.19213475313012,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-865.0,0.0,-0.0
t406,244.88159796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-835.0,0.0,-0.0
t407,245.87106117847657,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-788.0,0.0,-0.0
t408,221.76052439114977,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,0.0,-0.0
t409,195.24998760382294,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-740.0,0.0,-0.0
t410,190.53945081649616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0,0.0,-0.0
t411,186.62891402916938,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-680.0,0.0,-0.0
t412,195.88457724184255,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-665.0,0.0,-0.0
t413,223.46291402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-664.0,0.0,-0.0
t414,234.23545081649615,74.89999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-682.0,0.0,-0.0
t415,252.59831402916933,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-701.0,6.05,-0.0
t416,403.20577724184255,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-686.0,97.69999999999999,-0.0
t417,550.9142404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-616.0,134.7,-0.0
t418,602.2456404545156,0.0,-33.77853085567445,0.0,0.0,0.0,0.0,0.0,0.0,-524.0,143.2,-0.0
t419,571.5920404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-482.0,106.91587651988769,-0.0
t420,533.8428404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-496.0,69.15715954548428,-0.0
t421,575.3084404545158,0.0,-80.30844045451578,0.0,0.0,0.0,0.0,0.0,0.0,-565.0,70.00000000000001,-0.0
t422,572.6424404545157,0.0,-68.44244045451569,0.0,0.0,0.0,0.0,0.0,0.0,-554.0,49.800000000000004,-0.0
t423,565.6259772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-536.0,77.37402275815745,-0.0
t424,580.4769140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-585.0,127.22647058823529,-0.0
t425,467.2758508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-680.0,111.39999999999999,-0.0
t426,303.48078760382293,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-812.0,21.5,-0.0
t427,273.7605243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-893.0,149.6,-0.0
t428,281.97106117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-902.0,20.400000000000006,-0.0
t429,302.5081979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-882.0,0.0,-0.0
t430,315.2981347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-848.0,0.0,-0.0
t431,299.99339796580335,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-790.0,0.0,-0.0
t432,293.2730611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,0.0,-0.0
t433,286.2179243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749.0,0.0,-0.0
t434,257.2585876038229,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-711.0,0.0,-0.0
t435,205.1198508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-686.0,0.0,-0.0
t436,191.9077140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-686.0,0.0,-0.0
t437,201.8282508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-717.0,0.0,-0.0
t438,230.93958760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-794.0,0.0,-0.0
t439,255.1237876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,3.1500000000000004,-0.0
t440,390.95905081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-842.0,86.05000000000001,-0.0
t441,479.34631402916926,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-737.0,113.85,-0.0
t442,489.66857724184257,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-629.0,125.60000000000001,-0.0
t443,479.60584045451577,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-584.0,80.64999999999999,-0.0
t444,496.9604404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-573.0,82.0,-0.0
t445,495.6593772418426,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-490.0,83.80000000000001,-0.0
t446,504.0511140291694,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-538.0,79.6,-0.0
t447,504.8562508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-624.0,85.72647058823529,-0.0
t448,516.731787603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-664.0,41.55,-0.0
t449,440.7957243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-768.0,28.9235294117647,-0.0
t450,266.55166117847654,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-923.0,7.1499999999999995,-0.0
t451,224.61359796580334,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-996.0,149.6,-0.0
t452,246.12353475313012,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-996.0,20.400000000000006,-0.0
t453,256.1063347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-963.0,0.0,-0.0
t454,250.91419796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926.0,0.0,-0.0
t455,252.36146117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-862.0,0.0,-0.0
t456,251.5087243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,0.0,-0.0
t457,258.355987603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-786.0,0.0,-0.0
t458,251.16605081649618,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-742.0,0.0,-0.0
t459,202.74051402916933,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-712.0,0.0,-0.0
t460,183.16617724184255,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-707.0,0.0,-0.0
t461,194.16031402916934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-736.0,0.0,-0.0
t462,198.59065081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-812.0,0.0,-0.0
