BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell
t183,596.0583367873268,0.0,-77.95833678732686,0.0,0.0,0.0,0.0,0.0,0.0,-622.0,103.89999999999999,-0.0,0.0,0.0
t184,554.7830735746535,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704.0,85.90000000000002,-0.0,63.31692642534624,0.0
t185,365.28481036198036,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-808.0,54.050000000000004,-0.0,388.6651896380195,0.0
t186,306.11154714930717,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-943.0,21.000000000000007,-0.0,508.88845285069294,0.0
t187,316.21168393663396,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,149.6,-0.0,426.18831606336596,0.0
t188,321.74113475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-987.0,0.0,-0.0,558.2588652468698,0.0
t189,308.82559796580335,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,0.0,-0.0,543.1744020341966,0.0
t190,294.22826117847654,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-927.0,0.0,-0.0,632.7717388215235,0.0
t191,255.30452439114976,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-870.0,0.0,-0.0,614.6954756088502,0.0
t192,241.84598760382295,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-844.0,0.0,-0.0,602.154012396177,0.0
t193,227.40405081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-808.0,0.0,-0.0,580.5959491835039,0.0
t194,199.59111402916935,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-761.0,0.0,-0.0,668.4088859708306,0.0
t195,213.26077724184256,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-726.0,0.0,-0.0,550.5039286405103,0.0
t196,224.54864045451575,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-715.0,0.0,-0.0,597.4513595454844,0.0
t197,229.24277724184253,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,0.0,-0.0,502.7572227581575,0.0
t198,237.81071402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-796.0,0.0,-0.0,558.1892859708306,0.0
t199,247.16845081649615,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-885.0,0.0,-0.0,530.831549183504,0.0
t200,334.0397140291693,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-906.0,27.450000000000003,-0.0,437.51028597083075,0.0
t201,464.24337724184255,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-826.0,91.50000000000001,-0.0,270.2566227581574,0.0
t202,491.1778404545158,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-735.0,91.85000000000002,-0.0,151.97215954548432,0.0
t203,494.20744045451573,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-647.0,62.79999999999998,-0.0,165.52197131019034,0.0
t204,489.79164045451574,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-591.0,55.599999999999994,-0.0,152.6083595454843,0.0
t205,521.4926404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-590.0,71.89999999999998,-0.0,103.60735954548439,0.0
t206,509.83897724184254,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-607.0,98.50000000000001,-0.0,105.66102275815746,0.0
t207,517.2823140291692,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-659.0,102.19999999999999,-0.0,146.51768597083066,0.0
t208,509.82585081649614,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-730.0,97.80000000000001,-0.0,122.37414918350387,0.0
t209,288.09078760382295,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-793.0,63.25,-0.0,441.65921239617705,0.0
t210,201.16572439114972,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895.0,1.4000000000000001,-0.0,585.4342756088502,0.0
t211,210.6802611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-975.0,149.6,-0.0,507.7197388215234,0.0
t212,213.08159796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-957.0,20.400000000000006,-0.0,616.5184020341966,0.0
t213,221.35966117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-930.0,0.0,-0.0,601.6403388215235,0.0
t214,214.7873243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-905.0,0.0,-0.0,690.2126756088502,0.0
t215,204.7197876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-856.0,0.0,-0.0,651.280212396177,0.0
t216,217.6844508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-829.0,0.0,-0.0,611.3155491835039,0.0
t217,238.57391402916937,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-788.0,0.0,-0.0,549.4260859708307,0.0
t218,237.40217724184254,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-751.0,0.0,-0.0,620.5978227581573,0.0
t219,212.00784045451573,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0,0.0,-0.0,608.9921595454842,0.0
t220,153.8078404545157,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-692.0,0.0,-0.0,575.9568654278372,0.0
t221,179.51837724184253,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-691.0,0.0,-0.0,511.48162275815747,0.0
t222,187.95951402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0,0.0,-0.0,522.0404859708307,0.0
t223,192.53945081649613,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-757.0,0.0,-0.0,457.46054918350376,0.0
t224,296.63111402916934,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-757.0,11.05,-0.0,342.31888597083076,0.0
t225,435.35757724184253,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-685.0,46.24999999999999,-0.0,203.39242275815735,0.0
t226,458.36484045451573,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-597.0,122.2,-0.0,16.435159545484286,0.0
t227,451.62864045451573,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-516.0,121.95,-0.0,17.950771310190195,0.0
t228,467.94484045451566,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-470.0,76.9,-0.0,32.15515954548428,0.0
t229,482.5446404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-473.0,36.000000000000014,-0.0,61.455359545484214,0.0
t230,486.4900404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-508.0,14.099999999999994,-0.0,114.40995954548434,0.0
t231,465.0925772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-571.0,20.44999999999997,-0.0,192.45742275815752,0.0
t232,456.69811402916935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0,19.0,-0.0,174.3018859708306,0.0
t233,270.6626508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-719.0,5.1,-0.0,443.237349183504,0.0
t234,182.24518760382293,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,20.400000000000006,-0.0,520.3548123961772,0.0
t235,182.97292439114972,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-904.0,149.6,-0.0,464.42707560885026,0.0
t236,197.47106117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895.0,0.0,-0.0,590.5289388215235,0.0
t237,209.28159796580331,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,0.0,-0.0,559.7184020341966,0.0
t238,207.74546117847652,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-849.0,0.0,-0.0,641.2545388215235,0.0
t239,212.49692439114972,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-803.0,0.0,-0.0,590.5030756088503,0.0
t240,194.27478760382292,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-761.0,0.0,-0.0,566.7252123961771,0.0
t241,184.73285081649612,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.0,0.0,-0.0,581.2671491835038,0.0
t242,167.14711402916933,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-728.0,0.0,-0.0,667.8528859708307,0.0
t243,158.31097724184252,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-693.0,0.0,-0.0,641.6890227581574,0.0
t244,148.36244045451573,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-669.0,0.0,-0.0,558.4022654278372,0.0
t245,182.28697724184252,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-660.0,0.0,-0.0,477.7130227581575,0.0
t246,176.92891402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-671.0,0.0,-0.0,494.0710859708306,0.0
t247,202.05105081649612,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-707.0,0.0,-0.0,397.9489491835037,0.0
t248,325.7129140291693,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711.0,26.650000000000002,-0.0,251.63708597083055,0.0
t249,509.91117724184255,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-642.0,98.35,-0.0,33.73882275815748,0.0
t250,534.1314404545157,0.0,-54.03144045451567,0.0,0.0,0.0,0.0,0.0,0.0,-562.0,81.9,-0.0,0.0,0.0
t251,557.7004404545157,0.0,-97.40044045451572,0.0,0.0,0.0,0.0,0.0,0.0,-505.0,44.7,-0.0,0.0,0.0
t252,545.0212404545157,0.0,-98.39476986628038,0.0,0.0,0.0,0.0,0.0,0.0,-513.0,66.37352941176471,-0.0,0.0,0.0
t253,554.2444404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-499.0,3.4000000000000057,-0.0,48.35555954548431,0.0
t254,563.4357772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-503.0,4.0,-0.0,42.56422275815748,0.0
t255,520.7023140291693,0.0,-39.702760989394136,0.0,0.0,0.0,0.0,0.0,0.0,-548.0,65.2764705882353,-0.0,1.7239763719894583,0.0
t256,511.13965081649616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-646.0,55.3,-0.0,79.56034918350375,0.0
t257,365.273587603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-752.0,23.5,-0.0,363.22641239617707,0.0
t258,273.7489243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852.0,0.0,-0.0,471.2510756088502,0.0
t259,238.57106117847655,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-905.0,149.6,-0.0,409.8289388215234,0.0
t260,252.38159796580334,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-900.0,20.400000000000006,-0.0,520.2184020341967,0.0
t261,276.29213475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-877.0,0.0,-0.0,493.70786524686986,0.0
t262,280.3921347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-839.0,0.0,-0.0,558.6078652468698,0.0
t263,286.38159796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-784.0,0.0,-0.0,497.6184020341966,0.0
t264,293.1710611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-743.0,0.0,-0.0,449.8289388215234,0.0
t265,272.78532439114974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-754.0,0.0,-0.0,481.21467560885026,0.0
t266,277.09958760382295,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711.0,0.0,-0.0,433.90041239617705,0.0
t267,267.19485081649617,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-684.0,0.0,-0.0,523.8051491835038,0.0
t268,256.66531402916934,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-679.0,0.0,-0.0,529.3346859708307,0.0
t269,266.55025081649615,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-706.0,0.0,-0.0,477.2144550658568,0.0
t270,249.13438760382292,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-772.0,0.0,-0.0,522.8656123961771,0.0
t271,282.9491243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-866.0,0.0,-0.0,476.05087560885033,0.0
t272,407.9345876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-909.0,28.549999999999997,-0.0,365.5154123961771,0.0
t273,584.674450816496,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-924.0,105.7,-0.0,233.62554918350386,0.0
t274,604.5551140291692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-867.0,97.7,-0.0,164.74488597083067,0.0
t275,584.4455772418426,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-851.0,61.02352941176471,-0.0,281.0603051110987,0.0
t276,558.6590404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-818.0,55.0,-0.0,311.34095954548434,0.0
t277,564.0990404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.0,79.19999999999999,-0.0,226.70095954548418,0.0
t278,550.2015772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-777.0,87.30000000000001,-0.0,246.49842275815763,0.0
t279,554.5765140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-631.0,94.2,-0.0,89.2234859708307,0.0
t280,525.2346508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,94.1,-0.0,256.66534918350396,0.0
t281,368.568387603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-891.0,40.17647058823529,-0.0,482.25514180794164,0.0
t282,220.4673243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-958.0,1.6,-0.0,628.9326756088501,0.0
t283,237.96946117847648,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1011.0,137.7225,-0.0,528.3080388215234,0.0
t284,271.6741979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-991.0,0.0,-0.0,612.3258020341966,0.0
t285,295.2169347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-954.0,0.0,-0.0,551.7830652468699,0.0
t286,280.0683979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-916.0,0.0,-0.0,635.9316020341967,0.0
t287,270.0198611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852.0,0.0,-0.0,581.9801388215235,0.0
t288,252.69772439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-824.0,0.0,-0.0,571.3022756088502,0.0
t289,268.94998760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-790.0,0.0,-0.0,521.0500123961771,0.0
t290,254.5766508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-743.0,0.0,-0.0,595.4233491835038,0.0
t291,259.52731402916936,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0,0.0,-0.0,557.4726859708306,0.0
t292,247.94657724184253,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-699.0,0.0,-0.0,558.0534227581575,0.0
t293,260.58191402916935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722.0,0.0,-0.0,461.4180859708307,0.0
t294,226.54865081649615,58.849999999999994,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-787.0,0.0,-0.0,501.6013491835038,0.0
t295,210.20298760382292,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,0.0,-0.0,558.7970123961771,0.0
t296,254.54905081649616,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-935.0,13.3,-0.0,560.1509491835038,0.0
t297,390.4589140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-929.0,44.0,-0.0,494.54108597083064,0.0
t298,465.30217724184257,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888.0,49.2,-0.0,373.4978227581575,0.0
t299,487.3658404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-842.0,42.7,-0.0,418.93415954548414,0.0
t300,494.18004045451573,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-871.0,34.599999999999994,-0.0,417.7493713101902,0.0
t301,523.0062404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-867.0,39.099999999999994,-0.0,411.89375954548416,0.0
t302,485.6019772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,44.0,-0.0,438.3980227581573,0.0
t303,517.1541140291692,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-897.0,47.8,-0.0,439.0458859708307,0.0
t304,528.2154508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-833.0,46.7,-0.0,258.08454918350367,0.0
t305,362.39338760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-855.0,0.0,-0.0,492.6066123961772,0.0
t306,239.95632439114974,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,5.204999999999998,-0.0,606.8386756088502,0.0
t307,227.0248611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1016.0,149.6,-0.0,532.3751388215235,0.0
t308,249.52379796580328,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-995.0,0.0,-0.0,638.4762020341966,0.0
t309,269.56253475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-961.0,0.0,-0.0,584.43746524687,0.0
t310,313.04579796580333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926.0,0.0,-0.0,612.9542020341966,0.0
t311,273.38546117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-862.0,0.0,-0.0,588.6145388215234,0.0
t312,266.16252439114976,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.0,0.0,-0.0,565.8374756088502,0.0
t313,296.072987603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-798.0,0.0,-0.0,501.9270123961771,0.0
t314,282.43265081649616,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,0.0,-0.0,574.5673491835038,0.0
t315,264.2453140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-716.0,0.0,-0.0,558.7546859708306,0.0
t316,263.86697724184256,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-705.0,0.0,-0.0,478.8977286405103,0.0
t317,251.59851402916934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-727.0,0.0,-0.0,475.4014859708308,0.0
t318,265.13605081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-791.0,0.0,-0.0,525.8639491835038,0.0
t319,241.4951876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-880.0,0.0,-0.0,531.504812396177,0.0
t320,322.1446508164961,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-914.0,19.900000000000002,-0.0,464.9553491835037,0.0
t321,483.34791402916926,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-928.0,45.27647058823528,-0.0,399.37561538259536,0.0
t322,536.6867772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-865.0,68.5,-0.0,259.81322275815756,0.0
t323,547.4844404545156,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-801.0,55.7,-0.0,273.34497131019,0.0
t324,553.0610404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-747.0,37.7,-0.0,263.23895954548414,0.0
t325,553.9956404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.0,44.90000000000002,-0.0,242.10435954548433,0.0
t326,537.1765772418426,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-740.0,39.8,-0.0,270.0234227581574,0.0
t327,510.4747140291694,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-719.0,42.0235294117647,-0.0,273.50175655906605,0.0
t328,489.0408508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-819.0,45.0,-0.0,284.95914918350377,0.0
t329,401.13658760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-843.0,17.8,-0.0,424.0634123961771,0.0
t330,337.2385243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-960.0,20.400000000000006,-0.0,495.36147560885024,0.0
t331,340.5710611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1020.0,149.6,-0.0,422.8289388215235,0.0
t332,349.38159796580334,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.0,0.0,-0.0,548.6184020341967,0.0
t333,328.0921347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-975.0,0.0,-0.0,539.90786524687,0.0
t334,328.1815979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-947.0,0.0,-0.0,618.8184020341967,0.0
t335,329.5710611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-882.0,0.0,-0.0,552.4289388215235,0.0
t336,326.3011243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-850.0,0.0,-0.0,523.6988756088502,0.0
t337,252.56712439114972,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-773.0,0.0,-0.0,520.4328756088503,0.0
t338,243.22818760382296,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-731.0,0.0,-0.0,594.7718123961771,0.0
t339,253.97865081649616,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-702.0,0.0,-0.0,555.0213491835038,0.0
t340,312.26558760382295,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-700.0,0.0,-0.0,494.734412396177,0.0
t341,311.3361243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726.0,0.0,-0.0,414.66387560885016,0.0
t342,323.39566117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-799.0,0.0,-0.0,368.6043388215234,0.0
t343,343.8425243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-874.0,3.3500000000000005,-0.0,419.8074756088504,0.0
t344,470.7349876038229,58.849999999999994,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895.0,1.1764705882352828,-0.0,364.23854180794183,0.0
t345,579.0170508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,116.09999999999998,-0.0,180.88294918350368,0.0
t346,573.5829140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-834.0,143.2,-0.0,117.21708597083071,0.0
t347,571.2279772418425,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-770.0,141.89999999999998,-0.0,132.4014345228635,0.0
t348,587.9654404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-790.0,131.9,-0.0,177.1345595454843,0.0
t349,603.8193772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-771.0,139.2,-0.0,134.98062275815755,0.0
t350,564.8331140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-754.0,141.29999999999998,-0.0,154.86688597083074,0.0
t351,609.3186508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.0,142.1,-0.0,118.58134918350393,0.0
t352,588.1273876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-813.0,142.6,-0.0,82.27261239617704,0.0
t353,503.39292439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,95.0,-0.0,231.60707560885032,0.0
t354,326.26906117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-910.0,19.45,-0.0,457.2809388215235,0.0
t355,289.1907979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-965.0,148.39,-0.0,420.4192020341967,0.0
t356,301.8639347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-967.0,0.0,-0.0,558.13606524687,0.0
t357,339.34333475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,0.0,-0.0,442.65666524686975,0.0
t358,327.1543347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-844.0,0.0,-0.0,516.8456652468699,0.0
t359,303.4735979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800.0,0.0,-0.0,496.5264020341966,0.0
t360,270.43906117847655,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-815.0,0.0,-0.0,544.5609388215233,0.0
t361,265.6615243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-773.0,0.0,-0.0,507.3384756088502,0.0
t362,265.54758760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,0.0,-0.0,466.45241239617707,0.0
t363,300.8782508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.0,0.0,-0.0,511.1217491835039,0.0
t364,279.61151402916937,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-701.0,0.0,-0.0,528.3884859708307,0.0
t365,267.50965081649616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.0,0.0,-0.0,466.4903491835039,0.0
t366,264.35238760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-805.0,0.0,-0.0,540.647612396177,0.0
t367,240.5873876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-878.0,1.6,-0.0,528.812612396177,0.0
t368,375.37045081649615,74.89999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-911.0,7.400000000000006,-0.0,453.3295491835039,0.0
t369,544.8661140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-781.0,132.09999999999997,-0.0,104.03388597083072,0.0
t370,578.7951772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-867.0,142.7,-0.0,145.5048227581575,0.0
t371,555.6292404545158,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-882.0,139.2,-0.0,262.70017131019034,0.0
t372,561.7818404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-809.0,135.79999999999998,-0.0,218.4181595454844,0.0
t373,541.4790404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-787.0,131.89999999999998,-0.0,220.62095954548425,0.0
t374,503.2629772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,126.80000000000003,-0.0,226.93702275815753,0.0
t375,528.7581140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-759.0,132.1,-0.0,205.1418859708305,0.0
t376,550.7118508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-755.0,125.30000000000001,-0.0,78.98814918350374,0.0
