BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell
t1008,295.32173475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1269.0,0.0,-0.0,973.6782652468698,0.0
t1009,304.10513475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1327.0,0.0,-0.0,1022.8948652468698,0.0
t1010,313.6547347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1242.0,0.0,-0.0,928.34526524687,0.0
t1011,314.4043347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1186.0,0.0,-0.0,871.59566524687,0.0
t1012,307.01013475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1154.0,0.0,-0.0,846.9898652468698,0.0
t1013,316.70973475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1145.0,0.0,-0.0,828.2902652468701,0.0
t1014,387.75933475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1111.0,0.0,-0.0,723.2406652468699,0.0
t1015,400.0419979658034,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1028.0,0.0,-0.0,627.9580020341967,0.0
t1016,449.21266117847654,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-977.0,0.0,-0.0,527.7873388215235,0.0
t1017,566.6935243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-954.0,68.0,-0.0,426.3064756088502,0.0
t1018,608.673587603823,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-956.0,134.8,-0.0,319.5264123961771,0.0
t1019,609.7408508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.0,141.7,-0.0,294.5591491835039,0.0
t1020,625.1447876038229,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033.0,143.2,-0.0,371.655212396177,0.0
t1021,642.9549243911497,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1059.0,143.2,-0.0,348.3744873735561,0.0
t1022,662.7150611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1157.0,143.2,-0.0,351.0849388215235,0.0
t1023,676.6817979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1302.0,143.2,-0.0,482.11820203419677,0.0
t1024,688.6985347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1434.0,143.2,-0.0,602.1014652468699,0.0
t1025,676.3547347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1565.0,121.1,-0.0,767.5452652468693,0.0
t1026,656.3385347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1726.0,93.19999999999999,-0.0,976.4614652468697,0.0
t1027,582.4603347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1792.0,118.55,-0.0,983.9896652468698,0.0
t1028,477.70273475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1789.0,150.0,-0.0,1054.2972652468698,0.0
t1029,355.5687347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1714.0,82.85500000000008,-0.0,1168.57626524687,0.0
t1030,350.0995347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1566.0,0.0,-0.0,1108.9004652468698,0.0
t1031,342.3557347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1436.0,0.0,-0.0,1093.64426524687,0.0
t1032,359.8119347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1384.0,0.0,-0.0,1024.1880652468699,0.0
t1033,343.5681347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1285.0,0.0,-0.0,941.4318652468698,0.0
t1034,311.92433475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1209.0,0.0,-0.0,897.0756652468698,0.0
t1035,295.82433475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168.0,0.0,-0.0,872.17566524687,0.0
t1036,281.13833475313015,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168.0,0.0,-0.0,993.8616652468697,0.0
t1037,276.56813475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1228.0,0.0,-0.0,951.4318652468698,0.0
t1038,314.49293475313016,90.94999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1292.0,0.0,-0.0,886.55706524687,0.0
t1039,363.1843347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1310.0,0.0,-0.0,946.8156652468696,0.0
t1040,467.05193475313007,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1311.0,0.0,-0.0,950.9480652468699,0.0
t1041,603.7759347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1300.0,92.4,-0.0,710.8240652468701,0.0
t1042,644.8635979658034,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1268.0,143.2,-0.0,586.9364020341967,0.0
t1043,664.5311347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1230.0,143.2,-0.0,529.26886524687,0.0
t1044,663.1323347531302,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1266.0,143.2,-0.0,535.1970770115756,0.0
t1045,661.5459347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1358.0,143.2,-0.0,553.2540652468697,0.0
t1046,660.9157347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1458.0,143.2,-0.0,653.8842652468697,0.0
t1047,655.8231347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1550.0,143.2,-0.0,750.9768652468698,0.0
t1048,648.4137347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1652.0,143.2,-0.0,860.3862652468699,0.0
t1049,634.1955347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1802.0,114.39999999999999,-0.0,1053.40446524687,0.0
t1050,587.6549347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1913.0,93.19999999999999,-0.0,1232.1450652468698,0.0
t1051,543.6875347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1938.0,115.05,-0.0,1172.2624652468699,0.0
t1052,465.1039347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1924.0,150.0,-0.0,1201.89606524687,0.0
t1053,350.92973475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1852.0,42.847500000000004,-0.0,1351.22276524687,0.0
t1054,312.46893475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1683.0,0.0,-0.0,1263.53106524687,0.0
t1055,298.10033475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1557.0,0.0,-0.0,1258.89966524687,0.0
t1056,290.8317347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1454.0,0.0,-0.0,1163.1682652468699,0.0
t1057,282.96313475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1344.0,0.0,-0.0,1061.0368652468699,0.0
t1058,281.9945347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1259.0,0.0,-0.0,977.00546524687,0.0
t1059,285.98213475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1208.0,0.0,-0.0,922.0178652468697,0.0
t1060,274.4573347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1201.0,0.0,-0.0,926.54266524687,0.0
t1061,272.03873475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1253.0,0.0,-0.0,980.9612652468702,0.0
t1062,312.07013475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1312.0,0.0,-0.0,999.9298652468699,0.0
t1063,358.98633475313017,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1316.0,0.0,-0.0,957.0136652468699,0.0
t1064,460.2539347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1327.0,0.0,-0.0,866.7460652468701,0.0
t1065,591.4973979658032,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1265.0,68.1,-0.0,712.4026020341967,0.0
t1066,613.2312611784765,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1206.0,135.1,-0.0,564.6687388215232,0.0
t1067,611.7583979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1210.0,143.2,-0.0,562.0416020341967,0.0
t1068,619.2749347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1226.0,143.2,-0.0,570.5250652468699,0.0
t1069,612.3673347531301,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1316.0,143.2,-0.0,635.9620770115755,0.0
t1070,621.0103347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1408.0,143.2,-0.0,643.7896652468696,0.0
t1071,610.7653347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1538.0,93.19999999999999,-0.0,834.0346652468698,0.0
t1072,598.4455347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1622.0,116.82647058823528,-0.0,906.7279946586345,0.0
t1073,591.0567347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1775.0,101.14999999999999,-0.0,1082.7932652468696,0.0
t1074,558.4233347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1893.0,132.39999999999998,-0.0,1202.1766652468698,0.0
t1075,486.13093475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1936.0,127.25,-0.0,1215.61906524687,0.0
t1076,371.24913475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1914.0,150.0,-0.0,1285.75086524687,0.0
t1077,285.4009347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1840.0,128.2,-0.0,1319.3990652468697,0.0
t1078,280.2059347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1646.0,0.0,-0.0,1258.7940652468699,0.0
t1079,275.10013475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1553.0,0.0,-0.0,1277.89986524687,0.0
t1080,279.15053475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1448.0,0.0,-0.0,1168.84946524687,0.0
t1081,301.2447347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1352.0,0.0,-0.0,1050.7552652468698,0.0
t1082,291.0843347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1260.0,0.0,-0.0,968.91566524687,0.0
t1083,287.76273475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1203.0,0.0,-0.0,915.2372652468699,0.0
t1084,282.4981347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1182.0,0.0,-0.0,899.50186524687,0.0
t1085,274.8883347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1204.0,0.0,-0.0,929.1116652468702,0.0
t1086,315.4541347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1231.0,0.0,-0.0,915.5458652468699,0.0
t1087,351.6475979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1196.0,0.0,-0.0,844.3524020341968,0.0
t1088,438.29326117847654,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1160.0,0.0,-0.0,828.7067388215237,0.0
t1089,551.3317243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1109.0,72.0,-0.0,592.66827560885,0.0
t1090,569.699387603823,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1075.0,123.19999999999999,-0.0,489.1006123961769,0.0
t1091,565.3575876038229,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1044.0,120.99999999999999,-0.0,464.64241239617706,0.0
t1092,573.2433243911497,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1086.0,143.2,-0.0,445.086087373556,0.0
t1093,579.5394611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1175.0,143.2,-0.0,452.2605388215233,0.0
t1094,595.2809979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1255.0,132.0,-0.0,527.7190020341967,0.0
t1095,606.6077347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1386.0,104.52647058823528,-0.0,674.8657946586343,0.0
t1096,565.9013347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1506.0,114.79999999999998,-0.0,825.2986652468699,0.0
t1097,585.2807347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1644.0,110.6,-0.0,948.1192652468699,0.0
t1098,575.5781347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1766.0,113.79999999999998,-0.0,1076.6218652468697,0.0
t1099,528.5489347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1828.0,122.55,-0.0,1176.9010652468698,0.0
t1100,438.0859347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1830.0,100.0,-0.0,1184.91406524687,0.0
t1101,319.8423347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1784.0,150.0,-0.0,1207.15766524687,0.0
t1102,283.78673475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1626.0,0.0,-0.0,1235.2132652468697,0.0
t1103,290.59913475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1506.0,0.0,-0.0,1108.40086524687,0.0
t1104,293.8115347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1414.0,0.0,-0.0,1120.1884652468698,0.0
t1105,282.6801347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1345.0,0.0,-0.0,1062.31986524687,0.0
t1106,279.79253475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256.0,0.0,-0.0,976.2074652468698,0.0
t1107,286.50493475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1203.0,0.0,-0.0,916.4950652468698,0.0
t1108,290.3173347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1194.0,0.0,-0.0,903.6826652468701,0.0
t1109,307.13593475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1244.0,0.0,-0.0,936.8640652468698,0.0
t1110,390.89833475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1304.0,0.0,-0.0,913.10166524687,0.0
t1111,422.7143347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1301.0,0.0,-0.0,878.2856652468696,0.0
t1112,501.6315979658034,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1268.0,0.0,-0.0,766.3684020341967,0.0
t1113,589.6298611784766,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1220.0,92.30000000000001,-0.0,645.0701388215236,0.0
t1114,616.0821243911498,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1156.0,143.2,-0.0,503.71787560885014,0.0
t1115,612.1525243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1133.0,143.2,-0.0,484.6474756088503,0.0
t1116,617.8316611784767,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1145.0,143.2,-0.0,490.96833882152345,0.0
t1117,631.9859979658032,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1215.0,95.6,-0.0,562.9434137989023,0.0
t1118,646.9105347531303,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1294.0,93.19999999999999,-0.0,553.88946524687,0.0
t1119,651.2279347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1394.0,109.27647058823527,-0.0,633.4955946586343,0.0
t1120,646.3267347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1488.0,104.14999999999999,-0.0,737.5232652468696,0.0
t1121,632.0281347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1626.0,125.85,-0.0,868.1218652468697,0.0
t1122,608.9521347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1762.0,116.99999999999999,-0.0,1036.04786524687,0.0
t1123,543.3551347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1818.0,105.19999999999999,-0.0,1062.4448652468702,0.0
t1124,456.5329347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1795.0,150.0,-0.0,1081.4670652468697,0.0
t1125,328.36933475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1737.0,38.02500000000003,-0.0,1263.6056652468696,0.0
t1126,291.3629347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1577.0,0.0,-0.0,1178.6370652468702,0.0
t1127,291.16873475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1501.0,0.0,-0.0,1209.8312652468699,0.0
t1128,297.9183347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1406.0,0.0,-0.0,1108.08166524687,0.0
t1129,295.41173475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1298.0,0.0,-0.0,1002.5882652468699,0.0
t1130,293.8613347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1215.0,0.0,-0.0,921.1386652468698,0.0
t1131,278.16713475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168.0,0.0,-0.0,889.8328652468698,0.0
t1132,285.0167347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1161.0,0.0,-0.0,875.9832652468697,0.0
t1133,280.6663347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1208.0,0.0,-0.0,927.3336652468697,0.0
t1134,305.11593475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1271.0,0.0,-0.0,965.88406524687,0.0
t1135,361.1365347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1282.0,0.0,-0.0,920.8634652468696,0.0
t1136,464.65153475313014,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-1236.0,0.0,-0.0,846.8778770115757,0.0
t1137,594.4605979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1150.0,62.400000000000006,-0.0,600.1394020341965,0.0
t1138,635.6965979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1117.0,131.5,-0.0,456.8034020341968,0.0
t1139,647.1063347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.0,123.1,-0.0,351.79366524687015,0.0
t1140,638.1449347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.0,117.1,-0.0,366.75506524686995,0.0
t1141,640.4959347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1068.0,93.19999999999999,-0.0,334.3040652468697,0.0
t1142,653.8709347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1157.0,99.07647058823528,-0.0,404.0525946586343,0.0
t1143,654.0209347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1259.0,103.24999999999999,-0.0,501.7290652468699,0.0
t1144,641.1743347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1374.0,102.64999999999999,-0.0,630.1756652468696,0.0
t1145,655.9481347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1541.0,104.8,-0.0,780.25186524687,0.0
t1146,632.8957347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1686.0,108.55,-0.0,944.55426524687,0.0
t1147,545.4331347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1750.0,112.15,-0.0,985.4168652468699,0.0
t1148,422.6303347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1737.0,150.0,-0.0,1057.36966524687,0.0
t1149,307.4157347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1700.0,105.0,-0.0,1180.5842652468698,0.0
t1150,312.2091347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1579.0,36.89999999999999,-0.0,1122.89086524687,0.0
t1151,276.80413475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1506.0,0.0,-0.0,1229.19586524687,0.0
t1152,292.87993475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1386.0,0.0,-0.0,1093.12006524687,0.0
t1153,300.87453475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1296.0,0.0,-0.0,995.1254652468699,0.0
t1154,294.2703347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1212.0,0.0,-0.0,917.7296652468699,0.0
t1155,287.07853475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1156.0,0.0,-0.0,868.9214652468696,0.0
t1156,266.65993475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1134.0,0.0,-0.0,867.3400652468699,0.0
t1157,260.97553475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1140.0,0.0,-0.0,879.0244652468698,0.0
t1158,289.9061347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1135.0,0.0,-0.0,845.0938652468699,0.0
t1159,328.41119796580335,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1070.0,0.0,-0.0,741.5888020341966,0.0
t1160,408.6654611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-996.0,0.0,-0.0,587.3345388215234,0.0
t1161,536.8397243911498,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-941.0,70.19999999999999,-0.0,440.9602756088502,0.0
t1162,556.112987603823,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-897.0,120.3,-0.0,327.58701239617704,0.0
t1163,551.4310508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-873.0,143.2,-0.0,285.36894918350384,0.0
t1164,562.798587603823,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-844.0,136.89999999999998,-0.0,251.3014123961771,0.0
t1165,577.0843243911497,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-893.0,93.19999999999999,-0.0,298.2450873735561,0.0
t1166,599.0602611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-948.0,93.19999999999999,-0.0,255.7397388215233,0.0
t1167,605.2029979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1071.0,95.22647058823527,-0.0,370.57053144596136,0.0
t1168,647.0827347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1185.0,102.64999999999999,-0.0,435.2672652468697,0.0
t1169,653.7913347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1345.0,101.94999999999999,-0.0,589.2586652468697,0.0
t1170,609.0413347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1522.0,124.35,-0.0,788.6086652468698,0.0
t1171,534.99753475313,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1614.0,150.0,-0.0,822.0024652468697,0.0
t1172,453.99433475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1631.0,150.0,-0.0,920.00566524687,0.0
t1173,336.0875347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1589.0,81.74000000000008,-0.0,1064.17246524687,0.0
t1174,326.95473475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1490.0,0.0,-0.0,1056.04526524687,0.0
t1175,317.2573347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1378.0,0.0,-0.0,1060.7426652468698,0.0
t1176,304.56473475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1344.0,0.0,-0.0,1039.4352652468701,0.0
t1177,321.53013475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1370.0,0.0,-0.0,1048.46986524687,0.0
t1178,306.70173475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1283.0,0.0,-0.0,976.29826524687,0.0
t1179,294.60173475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1220.0,0.0,-0.0,925.3982652468701,0.0
t1180,284.90173475313014,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1223.0,0.0,-0.0,1045.09826524687,0.0
t1181,280.40173475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1288.0,0.0,-0.0,1007.5982652468701,0.0
t1182,276.15173475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1380.0,0.0,-0.0,1103.8482652468701,0.0
t1183,283.01473475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1413.0,0.0,-0.0,1129.9852652468699,0.0
t1184,342.5431347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1436.0,0.0,-0.0,1093.4568652468697,0.0
t1185,506.28193475313014,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1362.0,64.7,-0.0,898.0180652468695,0.0
t1186,573.0473347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1298.0,139.2,-0.0,692.7526652468696,0.0
t1187,549.7659347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1260.0,143.2,-0.0,674.0340652468697,0.0
t1188,552.7127347531301,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1281.0,143.2,-0.0,660.6166770115756,0.0
t1189,592.6345347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1354.0,143.2,-0.0,618.1654652468699,0.0
t1190,594.9121347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1475.0,143.2,-0.0,736.8878652468698,0.0
t1191,598.4175347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1612.0,143.2,-0.0,870.3824652468696,0.0
t1192,621.1667347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1696.0,143.2,-0.0,931.63326524687,0.0
t1193,645.5617347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1828.0,143.2,-0.0,1039.2382652468698,0.0
t1194,622.5151347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1914.0,146.6,-0.0,1037.88486524687,0.0
t1195,539.16793475313,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1962.0,150.0,-0.0,1165.8320652468697,0.0
t1196,465.73753475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1939.0,150.0,-0.0,1216.26246524687,0.0
t1197,360.7557347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1859.0,14.61764705882361,-0.0,1376.6266181880462,0.0
