Time_Index,BANC_Biogas,BANC_Biomass,BANC_CCGT1,BANC_CCGT2,BANC_Hydro,BANC_Peaker1,BANC_Peaker2,BANC_Reciprocating_Engine,CAISO_Advanced_CCGT,CAISO_Advanced_CCGT_CCS_95,CAISO_Advanced_Nuclear_SMR,CAISO_Aero_CT,CAISO_Allam_Cycle_100,CAISO_Biogas,CAISO_Biomass,CAISO_CCGT1,CAISO_CCGT1_Retrofit_CCS_90,CAISO_CCGT2,CAISO_CCGT_Remote,CAISO_CHP,CAISO_Coal,CAISO_Geothermal,CAISO_Hydro,CAISO_New_Reciprocating_Engine,CAISO_Nuclear,CAISO_Peaker1,CAISO_Peaker2,CAISO_Pumped_Hydro,CAISO_Reciprocating_Engine,CAISO_ST,Customer_PV,IID_Biogas,IID_Biomass,IID_CCGT1,IID_Peaker1,IID_Peaker2,IID_ST,InState_Biomass,LDWP_Biogas,LDWP_CCGT1,LDWP_CCGT2,LDWP_CHP,LDWP_Coal,LDWP_Hydro,LDWP_Nuclear,LDWP_Peaker1,LDWP_Peaker1_New_Planned,LDWP_Pumped_Hydro,LDWP_ST,NW_Biogas,NW_Biomass,NW_CCGT1,NW_CCGT2,NW_Coal,NW_Hydro,NW_Hydro_for_CAISO,NW_Nuclear,NW_Nuclear_New_Planned,NW_Peaker1,NW_Peaker1_New_Planned,NW_Peaker2,NW_Pumped_Hydro,NW_Reciprocating_Engine,SW_Biogas,SW_Biomass,SW_CCGT1,SW_CCGT2,SW_Coal,SW_Hydro,SW_Nuclear,SW_Peaker1,SW_Peaker1_New_Planned,SW_Peaker2,SW_Pumped_Hydro,SW_Reciprocating_Engine,SW_ST
11,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1221.2272500000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,17150.943,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,9511.767,807.95925,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
12,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1221.2272500000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,18130.99725,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,10537.1355,807.95925,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
13,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1221.2272500000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,18117.753,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,9511.767,807.95925,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
14,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1221.2272500000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,17111.211750000002,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,10537.1355,807.95925,438.75,0.0,0.0,0.0,0.0,374.985,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
15,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1221.2272500000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,14965.68825,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,9937.912499999999,807.95925,438.75,0.0,0.0,0.0,0.0,374.985,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
16,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1221.2272500000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,12065.25825,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,8912.544,807.95925,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
17,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1221.2272500000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,8171.5305,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,9937.912499999999,858.0855,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
18,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,591.79725,1399.0935,0.0,476.25,0.0,0.0,0.0,0.0,0.0,3920.2155,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,8912.544,946.01475,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,95.19825,0.0,224.71574999999999,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
19,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,1036.119,2015.15325,0.0,476.25,0.0,0.0,729.8595,0.0,0.0,701.93025,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,52.800000000000004,305.25,0.0,0.0,1095.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,9937.912499999999,1038.969,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,95.19825,0.0,451.443,164.85000000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
20,9.069,0.49650000000000005,0.0,0.0,978.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,1036.119,2206.52325,0.0,476.25,0.0,0.0,1101.0135,0.0,0.0,0.0,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,225.62025,305.25,0.0,0.0,1095.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,10907.856,1099.9965,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,301.00649999999996,0.0,981.3975,1144.94175,2248.5,0.0,0.0,0.0,727.2,0.0,0.0
21,9.069,0.49650000000000005,0.0,0.0,352.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,1036.119,2298.4575,0.0,476.25,0.0,0.0,1112.4,0.0,0.0,0.0,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,424.12425,305.25,0.0,0.0,0.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,9882.4875,1099.9965,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,361.068,0.0,981.3975,1144.94175,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
22,9.069,0.49650000000000005,0.0,0.0,978.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,1036.119,2476.32375,0.0,476.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,424.12425,305.25,0.0,0.0,28.594499999999996,0.0,6.217499999999999,286.962,0.0,0.0,0.0,10907.856,1099.9965,438.75,0.0,0.0,0.0,0.0,0.0,0.0,2.9415,3.4559999999999995,361.068,0.0,981.3975,1144.94175,2248.5,0.0,0.0,0.0,727.2,0.0,0.0
23,9.069,0.49650000000000005,0.0,0.0,978.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,1036.119,2978.4719999999998,0.0,476.25,0.0,0.0,1112.4,0.0,0.0,0.0,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,424.12425,305.25,0.0,0.0,1095.0,0.0,6.217499999999999,286.962,0.0,0.0,0.0,10852.8315,1099.9965,438.75,0.0,0.0,0.0,0.0,374.985,0.0,2.9415,3.4559999999999995,361.068,0.0,981.3975,1144.94175,2248.5,0.0,0.0,0.0,727.2,0.0,0.0
24,9.069,0.49650000000000005,0.0,0.0,978.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.359,211.98600000000002,0.0,0.0,0.0,0.0,360.17400000000004,0.0,1036.119,2978.4719999999998,0.0,476.25,0.0,0.0,1112.4,0.0,0.0,0.0,0.0,39.90525,0.0,0.0,0.0,0.0,74.64150000000001,0.72075,0.0,0.0,57.9405,0.0,424.12425,305.25,0.0,0.0,240.24075000000002,0.0,6.217499999999999,286.962,0.0,0.0,0.0,11878.19925,1099.9965,438.75,0.0,0.0,0.0,0.0,374.985,0.0,2.9415,3.4559999999999995,361.068,0.0,981.3975,1144.94175,2248.5,0.0,0.0,0.0,727.2,0.0,0.0
25,8.79375,0.48150000000000004,0.0,0.0,234.82425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,5741.16375,0.0,0.0,0.0,691.9395,0.0,1038.44175,1897.69425,0.0,476.25,0.0,0.0,1112.4,0.0,0.0,0.0,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,7255.572,790.0665,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,1159.65,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
26,8.79375,0.48150000000000004,0.0,0.0,653.08725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,5741.16375,0.0,0.0,0.0,691.9395,0.0,1038.44175,2423.67825,0.0,476.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,6265.14825,790.0665,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,172.12650000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
27,8.79375,0.48150000000000004,0.0,0.0,234.82425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,5741.16375,0.0,0.0,0.0,691.9395,0.0,1038.44175,2355.2670000000003,0.0,476.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,6285.753000000001,790.0665,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,1159.65,2248.5,0.0,0.0,0.0,727.2,0.0,0.0
28,8.79375,0.48150000000000004,0.0,0.0,234.82425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,5741.16375,0.0,0.0,0.0,691.9395,0.0,1038.44175,1739.2072500000002,0.0,476.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,5775.0885,790.0665,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,172.12650000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
29,8.79375,0.48150000000000004,0.0,0.0,234.82425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,5741.16375,0.0,0.0,0.0,691.9395,0.0,1038.44175,1647.2730000000001,0.0,476.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,5761.74525,735.4245000000001,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,172.12650000000002,2248.5,0.0,0.0,0.0,727.2,0.0,0.0
30,8.79375,0.48150000000000004,0.0,0.0,795.9060000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,5741.16375,0.0,0.0,0.0,691.9395,0.0,1038.44175,1534.35375,0.0,476.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,14.102999999999998,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,6415.844999999999,667.9245000000001,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,172.12650000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
31,8.79375,0.48150000000000004,0.0,0.0,795.9060000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,5656.0035,0.0,0.0,0.0,691.9395,0.0,1038.44175,1278.03675,0.0,476.25,0.0,0.0,0.0,0.0,0.0,993.29775,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,7441.212750000001,579.9952499999999,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,1159.65,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
32,8.79375,0.48150000000000004,0.0,0.0,770.83575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,2383.53975,0.0,0.0,0.0,360.903,0.0,1038.44175,661.977,0.0,476.25,0.0,0.0,0.0,0.0,0.0,3840.7515000000003,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,996.0,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,7933.989750000001,487.04100000000005,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,2580.1499999999996,190.63725,981.3975,172.12650000000002,2248.5,0.0,0.0,0.0,374.343,0.0,0.0
33,8.79375,0.48150000000000004,0.0,0.0,234.82425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,832.626,0.0,0.0,0.0,360.903,0.0,1038.44175,661.977,0.0,476.25,0.0,0.0,0.0,0.0,0.0,6820.6455,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,428.28,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,7299.56625,416.08725000000004,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,1109.4645,33.7275,981.3975,172.12650000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
34,8.79375,0.48150000000000004,0.0,0.0,234.82425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82925,211.98600000000002,832.626,0.0,0.0,0.0,360.903,0.0,1038.44175,661.977,0.0,476.25,0.0,0.0,0.0,0.0,0.0,10436.25,0.0,38.6925,0.0,0.0,0.0,0.0,74.64150000000001,0.69675,127.59599999999999,0.0,57.9405,0.0,3.3000000000000003,305.25,0.0,0.0,0.0,0.0,6.0195,278.18325,1474.06725,87.5415,0.0,6368.487749999999,416.08725000000004,877.5,0.0,173.4165,3594.4207499999998,0.0,0.0,166.2075,2.8635,3.3480000000000003,680.27475,33.7275,981.3975,172.12650000000002,2248.5,0.0,0.0,0.0,0.0,0.0,0.0
