Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,cluster,fom_per_mwyr,fom_per_mwyr_std,num_units,region,technology,Cap_Size,Fixed_OM_Cost_per_MWyr,Num_VRE_Bins,cost_case,tech_detail,basis_year,capex_mw,Inv_Cost_per_MWyr,Max_Cap_MW,regional_cost_multiplier,area,lcoe,interconnect_annuity,interconnect_capex_mw,m_popden,plant_inv_cost_mwyr,variable_CF,LINK_STAGES
PNW_onshore_wind_turbine_1,6,0,0,9077.0,1,12234.837,6921.777,114.0,PNW,Onshore Wind Turbine,79.62,12234.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979986326372691,0
PNW_solar_photovoltaic_1,6,0,0,4221.0,1,0.0,2134.165,155.0,PNW,Solar Photovoltaic,27.23,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542741131960849,0
UT_NV_onshore_wind_turbine_1,7,0,0,539.7,1,8238.167,6291.052,7.0,UT_NV,Onshore Wind Turbine,77.1,8238.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301951809253328,0
UT_NV_solar_photovoltaic_1,7,0,0,11498.5,1,8581.114,1515.017,178.0,UT_NV,Solar Photovoltaic,64.6,8581.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2329357562095293,0
AZ_landbasedwind_class3_moderate_0,1,1,0,0.0,0,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,152869.0,13892.4,1.035,8756.75,41.532,30082.816,632082.6,0.06,122787.0,0.3893676996231079,0
AZ_landbasedwind_class3_moderate_1,1,1,0,0.0,1,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,139527.0,18475.1,1.035,12836.5,45.524,16740.9,351747.72,0.191,122787.0,0.3129408955574035,0
AZ_landbasedwind_class3_moderate_2,1,1,0,0.0,2,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,159116.0,17471.4,1.035,11152.5,52.224,36329.543,763337.9,0.081,122787.0,0.3207214176654815,0
AZ_landbasedwind_class3_moderate_3,1,1,0,0.0,3,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,135751.0,14826.7,1.035,10309.0,52.911,12964.493,272400.53,0.2,122787.0,0.2591718137264251,0
AZ_landbasedwind_class3_moderate_4,1,1,0,0.0,4,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,140263.0,17605.4,1.035,12161.0,59.313,17476.316,367200.22,0.178,122787.0,0.2399609833955764,0
AZ_landbasedwind_class3_moderate_5,1,1,0,0.0,5,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,165357.0,14743.2,1.035,9329.25,59.159,42570.223,894467.8,0.076,122787.0,0.2965666055679321,0
AZ_landbasedwind_class3_moderate_6,1,1,0,0.0,6,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,138178.0,14695.7,1.035,10358.75,66.004,15391.774,323400.88,0.239,122787.0,0.2114422172307968,0
AZ_landbasedwind_class3_moderate_7,1,1,0,0.0,7,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,164268.0,17607.4,1.035,11146.0,65.744,41481.18,871583.3,0.067,122787.0,0.2644191384315491,0
AZ_landbasedwind_class3_moderate_8,1,1,0,0.0,8,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,164507.0,15805.1,1.035,10149.5,74.149,41720.641,876614.56,0.102,122787.0,0.2362354546785354,0
AZ_landbasedwind_class3_moderate_9,1,1,0,0.0,9,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,144334.0,16475.6,1.035,11293.75,80.057,21547.277,452738.28,0.203,122787.0,0.1838991791009903,0
AZ_utilitypv_class1_moderate_1,1,1,0,0.0,1,0.0,0.0,0.0,AZ,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,106421.0,200666.2,1.025,24852.577,25.814,7056.733,148270.94,1.132,99365.0,0.2721471488475799,0
AZ_utilitypv_class1_moderate_2,1,1,0,0.0,2,0.0,0.0,0.0,AZ,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,115010.0,200575.1,1.025,22824.139,28.669,15645.933,328740.97,0.388,99365.0,0.2965878248214721,0
AZ_utilitypv_class1_moderate_3,1,1,0,0.0,3,0.0,0.0,0.0,AZ,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,123568.0,200596.8,1.025,22841.356,31.645,24203.178,508539.6,0.329,99365.0,0.2942974865436554,0
AZ_utilitypv_class1_moderate_4,1,1,0,0.0,4,0.0,0.0,0.0,AZ,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,135554.0,200547.0,1.025,22624.216,36.203,36189.574,760397.4,0.255,99365.0,0.2754674851894378,0
AZ_utilitypv_class1_moderate_5,1,1,0,0.0,5,0.0,0.0,0.0,AZ,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,143823.0,200595.1,1.025,22381.135,39.915,44458.391,934140.75,0.118,99365.0,0.2673876881599426,0
CA_N_landbasedwind_class3_moderate_0,2,1,0,0.0,0,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,171612.0,6677.5,1.17,4753.75,55.809,32809.062,689366.94,0.178,138803.0,0.4051924049854278,0
CA_N_landbasedwind_class3_moderate_1,2,1,0,0.0,1,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,180567.0,6076.5,1.17,4093.0,60.676,41764.539,877535.8,0.097,138803.0,0.3075737953186035,0
CA_N_landbasedwind_class3_moderate_2,2,1,0,0.0,2,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,167123.0,7226.4,1.17,6575.25,69.972,28320.104,595046.5,0.52,138803.0,0.3277007043361664,0
CA_N_landbasedwind_class3_moderate_3,2,1,0,0.0,3,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,184174.0,5445.2,1.17,3505.5,71.766,45371.348,953317.56,0.091,138803.0,0.2488848567008972,0
CA_N_landbasedwind_class3_moderate_4,2,1,0,0.0,4,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,166752.0,5221.8,1.17,4623.5,79.163,27949.02,587248.4,0.487,138803.0,0.3067504465579986,0
CA_N_landbasedwind_class3_moderate_5,2,1,0,0.0,5,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,183977.0,7383.5,1.17,4793.5,78.918,45174.062,949173.75,0.123,138803.0,0.2303597331047058,0
CA_N_landbasedwind_class3_moderate_6,2,1,0,0.0,6,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,164246.0,6448.7,1.17,5379.0,86.339,25443.715,534608.5,0.481,138803.0,0.2825749814510345,0
CA_N_landbasedwind_class3_moderate_7,2,1,0,0.0,7,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,182546.0,6242.6,1.17,3944.25,86.636,43743.457,919114.25,0.104,138803.0,0.2052260041236877,0
CA_N_landbasedwind_class3_moderate_8,2,1,0,0.0,8,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,167924.0,6305.7,1.17,5314.75,94.882,29121.736,611891.2,0.403,138803.0,0.2607485055923462,0
CA_N_landbasedwind_class3_moderate_9,2,1,0,0.0,9,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,182624.0,6328.5,1.17,4132.0,95.472,43821.48,920754.44,0.129,138803.0,0.1891466826200485,0
CA_N_utilitypv_class1_moderate_1,2,1,0,0.0,1,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,120660.0,155754.9,1.105,23523.547,30.664,13539.28,284477.75,3.186,107121.0,0.303794652223587,0
CA_N_utilitypv_class1_moderate_2,2,1,0,0.0,2,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,136815.0,155755.9,1.105,20085.894,35.643,29694.148,623921.7,1.641,107121.0,0.2920812964439392,0
CA_N_utilitypv_class1_moderate_3,2,1,0,0.0,3,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,143908.0,155826.7,1.105,19186.336,37.786,36787.742,772969.4,1.134,107121.0,0.2869775295257568,0
CA_N_utilitypv_class1_moderate_4,2,1,0,0.0,4,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,149282.0,155702.5,1.105,18393.894,39.765,42161.211,885871.75,0.764,107121.0,0.2904879152774811,0
CA_N_utilitypv_class1_moderate_5,2,1,0,0.0,5,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,158415.0,155634.2,1.105,17643.733,43.827,51294.801,1077779.8,0.253,107121.0,0.2783423364162445,0
CA_S_landbasedwind_class3_moderate_0,3,1,0,0.0,0,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,150763.0,986.9,1.165,929.0,47.37,12554.01,263775.72,0.561,138209.0,0.4145877957344055,0
CA_S_landbasedwind_class3_moderate_1,3,1,0,0.0,1,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,151831.0,228.9,1.165,222.0,36.72,13622.444,286224.9,0.672,138209.0,0.541554868221283,0
CA_S_landbasedwind_class3_moderate_2,3,1,0,0.0,2,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,153366.0,714.1,1.165,641.0,58.647,15157.726,318483.12,0.634,138209.0,0.3328186869621277,0
CA_S_landbasedwind_class3_moderate_3,3,1,0,0.0,3,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,152591.0,486.0,1.165,314.0,53.285,14382.568,302196.06,0.305,138209.0,0.3650856018066406,0
CA_S_landbasedwind_class3_moderate_4,3,1,0,0.0,4,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,162024.0,700.2,1.165,660.5,66.07,23815.164,500390.25,0.601,138209.0,0.3186315894126892,0
CA_S_landbasedwind_class3_moderate_5,3,1,0,0.0,5,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,153458.0,477.9,1.165,522.25,69.553,15249.04,320401.72,0.746,138209.0,0.284841239452362,0
CA_S_landbasedwind_class3_moderate_6,3,1,0,0.0,6,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,175052.0,479.9,1.165,296.25,79.29,36843.578,774143.0,0.052,138209.0,0.2967345714569092,0
CA_S_landbasedwind_class3_moderate_7,3,1,0,0.0,7,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,158877.0,715.8,1.165,952.0,80.052,20668.58,434276.06,1.104,138209.0,0.2542509138584137,0
CA_S_landbasedwind_class3_moderate_8,3,1,0,0.0,8,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,159303.0,624.3,1.165,653.0,94.701,21094.139,443219.0,0.765,138209.0,0.2150078862905502,0
CA_S_landbasedwind_class3_moderate_9,3,1,0,0.0,9,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,164491.0,568.3,1.165,547.25,89.952,26282.752,552240.2,0.566,138209.0,0.2488637715578079,0
CA_S_utilitypv_class1_moderate_1,3,1,0,0.0,1,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,113796.0,24314.0,1.095,4245.942,26.832,7645.133,160633.97,4.385,106151.0,0.2578808963298797,0
CA_S_utilitypv_class1_moderate_2,3,1,0,0.0,2,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,120881.0,24340.6,1.095,3465.958,29.21,14730.012,309496.28,2.575,106151.0,0.2618286311626434,0
CA_S_utilitypv_class1_moderate_3,3,1,0,0.0,3,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,129260.0,24203.0,1.095,3085.665,32.81,23109.775,485567.56,1.689,106151.0,0.2887097001075744,0
CA_S_utilitypv_class1_moderate_4,3,1,0,0.0,4,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,138785.0,24299.4,1.095,3069.432,36.619,32634.59,685702.1,1.741,106151.0,0.2967777252197265,0
CA_S_utilitypv_class1_moderate_5,3,1,0,0.0,5,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,151126.0,24254.8,1.095,2937.416,40.485,44975.551,945006.56,1.295,106151.0,0.2936343848705292,0
MT_WY_CO_landbasedwind_class3_moderate_0,4,1,0,0.0,0,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,147817.0,64859.3,0.985,40631.25,30.182,30962.188,650562.0,0.088,116855.0,0.5476354956626892,0
MT_WY_CO_landbasedwind_class3_moderate_1,4,1,0,0.0,1,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,140118.0,89370.9,0.985,57607.75,31.829,23263.406,488797.12,0.178,116855.0,0.4832274615764618,0
MT_WY_CO_landbasedwind_class3_moderate_2,4,1,0,0.0,2,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,156410.0,129207.0,0.985,81251.0,35.397,39555.219,831115.7,0.106,116855.0,0.4919135868549347,0
MT_WY_CO_landbasedwind_class3_moderate_3,4,1,0,0.0,3,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,134519.0,25098.5,0.985,16418.75,35.902,17664.254,371149.06,0.191,116855.0,0.4073384702205658,0
MT_WY_CO_landbasedwind_class3_moderate_4,4,1,0,0.0,4,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,152806.0,105385.9,0.985,68155.0,40.391,35951.703,755398.94,0.141,116855.0,0.4184205830097198,0
MT_WY_CO_landbasedwind_class3_moderate_5,4,1,0,0.0,5,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,168988.0,48792.6,0.985,30376.0,40.26,52133.52,1095395.1,0.102,116855.0,0.5019200444221497,0
MT_WY_CO_landbasedwind_class3_moderate_6,4,1,0,0.0,6,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,155471.0,70415.4,0.985,45677.25,47.053,38616.32,811383.4,0.165,116855.0,0.3729942739009857,0
MT_WY_CO_landbasedwind_class3_moderate_7,4,1,0,0.0,7,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,170969.0,83836.4,0.985,52688.5,46.794,54114.758,1137025.9,0.13,116855.0,0.4627903699874878,0
MT_WY_CO_landbasedwind_class3_moderate_8,4,1,0,0.0,8,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,164375.0,114668.6,0.985,75421.5,58.184,47520.82,998476.44,0.214,116855.0,0.3460460901260376,0
MT_WY_CO_landbasedwind_class3_moderate_9,4,1,0,0.0,9,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,157333.0,39481.2,0.985,29751.0,78.71,40478.711,850481.44,0.385,116855.0,0.227392315864563,0
MT_WY_CO_utilitypv_class1_moderate_1,4,1,0,0.0,1,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,115633.0,1059080.5,0.994,122480.947,31.872,19273.279,404956.88,0.594,96360.0,0.2681390345096588,0
MT_WY_CO_utilitypv_class1_moderate_2,4,1,0,0.0,2,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,130710.0,1058915.6,0.994,118732.484,37.868,34350.152,721738.6,0.255,96360.0,0.2626700401306152,0
MT_WY_CO_utilitypv_class1_moderate_3,4,1,0,0.0,3,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,136997.0,1058911.2,0.994,118525.553,41.021,40637.387,853849.8,0.187,96360.0,0.2704725861549377,0
MT_WY_CO_utilitypv_class1_moderate_4,4,1,0,0.0,4,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,143192.0,1058988.0,0.994,118579.176,45.241,46832.75,984022.75,0.215,96360.0,0.2705455124378204,0
MT_WY_CO_utilitypv_class1_moderate_5,4,1,0,0.0,5,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,151777.0,1058947.6,0.994,119108.417,51.262,55417.449,1164395.0,0.304,96360.0,0.2629492580890655,0
NM_landbasedwind_class3_moderate_0,5,1,0,0.0,0,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,142505.0,33682.5,1.02,22212.0,28.432,21498.615,451713.22,0.21,121007.0,0.5332951545715332,0
NM_landbasedwind_class3_moderate_1,5,1,0,0.0,1,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,139566.0,27364.9,1.02,17721.25,30.26,18559.352,389955.6,0.144,121007.0,0.4880831241607666,0
NM_landbasedwind_class3_moderate_2,5,1,0,0.0,2,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,139395.0,34301.0,1.02,22570.5,37.66,18388.566,386367.3,0.106,121007.0,0.3895332515239715,0
NM_landbasedwind_class3_moderate_3,5,1,0,0.0,3,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,145300.0,26727.6,1.02,17090.75,34.049,24293.031,510426.88,0.078,121007.0,0.4535533189773559,0
NM_landbasedwind_class3_moderate_4,5,1,0,0.0,4,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,142363.0,42577.1,1.02,28064.75,45.397,21356.311,448727.28,0.124,121007.0,0.3293543457984924,0
NM_landbasedwind_class3_moderate_5,5,1,0,0.0,5,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,154607.0,18422.7,1.02,11789.25,43.502,33600.148,705985.2,0.077,121007.0,0.3785620033740997,0
NM_landbasedwind_class3_moderate_6,5,1,0,0.0,6,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,145212.0,39178.4,1.02,26153.0,53.529,24205.527,508590.72,0.155,121007.0,0.2849259376525879,0
NM_landbasedwind_class3_moderate_7,5,1,0,0.0,7,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,161532.0,21862.8,1.02,13923.0,51.932,40525.141,851490.8,0.111,121007.0,0.3323337435722351,0
NM_landbasedwind_class3_moderate_8,5,1,0,0.0,8,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,155421.0,30118.1,1.02,20977.75,75.536,34414.691,723100.5,0.216,121007.0,0.2198082953691482,0
NM_landbasedwind_class3_moderate_9,5,1,0,0.0,9,0.0,0.0,0.0,NM,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,160804.0,30842.3,1.02,20583.25,62.544,39797.969,836212.44,0.158,121007.0,0.2744523584842682,0
NM_utilitypv_class1_moderate_1,5,1,0,0.0,1,0.0,0.0,0.0,NM,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,110234.0,395539.7,1.01,45476.205,27.005,12323.608,258934.67,0.426,97911.0,0.2756324410438537,0
NM_utilitypv_class1_moderate_2,5,1,0,0.0,2,0.0,0.0,0.0,NM,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,118656.0,395430.9,1.01,44215.115,30.244,20745.295,435885.03,0.172,97911.0,0.2862052917480469,0
NM_utilitypv_class1_moderate_3,5,1,0,0.0,3,0.0,0.0,0.0,NM,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,122707.0,395398.8,1.01,44591.02,31.855,24796.592,521010.56,0.305,97911.0,0.281238317489624,0
NM_utilitypv_class1_moderate_4,5,1,0,0.0,4,0.0,0.0,0.0,NM,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,128612.0,395432.8,1.01,44928.935,34.197,30701.041,645067.3,0.41,97911.0,0.279797226190567,0
NM_utilitypv_class1_moderate_5,5,1,0,0.0,5,0.0,0.0,0.0,NM,UtilityPV_Class1_Moderate_,1.0,20570.0,1,Moderate,Class1,2028.0,1282860.744,141272.0,395302.2,1.01,44854.046,39.118,43361.25,911082.4,0.359,97911.0,0.2886715233325958,0
PNW_landbasedwind_class3_moderate_0,6,1,0,0.0,0,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,153896.0,22753.5,1.071,15447.0,41.142,26838.25,563909.44,0.243,127058.0,0.4394835233688354,0
PNW_landbasedwind_class3_moderate_1,6,1,0,0.0,1,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Moderate_,1.0,32218.0,1,Moderate,Class3,2028.0,1464623.972,151199.0,18524.7,1.071,15065.0,46.655,24141.18,507241.97,0.39,127058.0,0.3744268715381622,0
